wafer_id,line,step,chamber,recipe,process_time_min,waiting_time_min,temperature_c,pressure_bar,humidity_pct,equipment_age_years,timestamp,day
W0060,L2,deposit,D2,R301,5.8,1.9,170.0,3.11,44.3,4.4,2026-05-06 21:56:36.895541,5
W0060,L2,implant,I2,R401,8.2,1.9,164.5,3.11,41.9,2.5,2026-05-06 14:40:14.617978,5
W0061,L2,litho,C3,R102,6.2,2.6,165.4,3.06,58.6,10.1,2026-05-07 11:33:29.966100,6
W0061,L2,etch,E2,R201,6.9,0.7,163.2,3.02,47.5,5.2,2026-05-07 11:50:06.627285,6
W0061,L2,deposit,D1,R301,8.5,2.9,201.9,2.98,55.0,8.1,2026-05-07 04:54:40.727118,6
W0061,L2,implant,I1,R401,10.7,1.9,177.6,2.93,59.2,3.4,2026-05-07 16:00:16.550607,6
W0062,L2,litho,C3,R101,13.5,1.7,203.2,3.04,45.1,4.3,2026-05-07 21:22:01.081904,6
W0062,L2,etch,E1,R201,8.8,2.3,214.9,3.18,53.7,3.7,2026-05-07 20:38:22.353528,6
W0062,L2,deposit,D2,R301,7.6,1.6,163.4,3.03,41.6,9.8,2026-05-07 04:50:44.552216,6
W0062,L2,implant,I1,R401,6.4,2.5,161.3,2.92,52.3,7.9,2026-05-07 09:46:41.001046,6
W0063,L2,litho,C3,R102,10.5,0.7,164.8,2.87,43.2,6.8,2026-05-07 02:02:05.431986,6
W0063,L2,etch,E1,R201,5.2,0.8,208.7,2.93,52.4,11.1,2026-05-07 17:49:58.981675,6
W0063,L2,deposit,D1,R301,9.8,1.2,216.4,2.86,58.0,7.7,2026-05-07 18:29:36.342686,6
W0063,L2,implant,I1,R401,14.8,2.1,213.8,2.87,57.1,9.2,2026-05-07 11:19:13.492544,6
W0064,L1,litho,C1,R101,11.3,1.1,206.8,2.94,42.8,5.6,2026-05-07 18:11:33.582817,6
W0064,L1,etch,E2,R202,11.6,2.2,171.4,3.12,48.8,8.2,2026-05-07 20:53:19.415911,6
W0064,L1,deposit,D1,R301,7.7,2.2,209.9,2.95,59.5,8.5,2026-05-07 08:25:44.080976,6
W0064,L1,implant,I1,R401,5.6,1.2,183.5,2.9,44.2,6.7,2026-05-07 22:01:55.702902,6
W0065,L2,litho,C1,R102,14.5,1.2,174.5,3.05,49.3,3.8,2026-05-07 12:53:15.319887,6
W0065,L2,etch,E2,R202,8.6,2.6,168.7,3.03,56.1,8.7,2026-05-07 22:27:28.097962,6
W0065,L2,deposit,D2,R301,5.5,2.6,185.1,2.97,54.0,3.2,2026-05-07 04:05:23.684334,6
W0065,L2,implant,I1,R401,14.7,1.5,218.2,3.08,46.0,11.3,2026-05-07 08:06:27.700917,6
W0066,L2,litho,C2,R101,6.7,1.9,164.0,2.87,59.5,8.7,2026-05-07 08:39:25.366838,6
W0066,L2,etch,E2,R201,8.1,0.7,195.5,3.08,52.5,4.9,2026-05-07 19:27:04.929318,6
W0066,L2,deposit,D2,R301,10.4,0.9,171.2,3.0,58.5,4.0,2026-05-07 08:47:45.545129,6
W0066,L2,implant,I1,R401,11.1,2.3,175.7,2.83,51.4,4.4,2026-05-07 15:09:32.745088,6
W0067,L3,litho,C1,R101,11.9,1.4,174.5,3.19,56.3,9.3,2026-05-07 05:03:28.859107,6
W0067,L3,etch,E1,R201,8.1,2.9,217.6,3.04,54.9,11.7,2026-05-07 23:31:57.217377,6
W0067,L3,deposit,D2,R301,13.0,0.7,217.8,2.82,55.9,8.8,2026-05-07 13:05:13.852320,6
W0067,L3,implant,I2,R401,9.1,1.3,168.4,3.07,56.0,3.1,2026-05-07 13:05:49.174188,6
W0068,L1,litho,C3,R102,14.8,2.6,196.0,2.97,52.6,9.3,2026-05-07 03:30:25.294771,6
W0068,L1,etch,E2,R201,11.5,1.7,216.4,2.9,53.5,10.8,2026-05-07 08:54:52.684992,6
W0068,L1,deposit,D2,R301,6.5,0.7,215.8,2.98,43.6,8.5,2026-05-07 06:43:28.286576,6
W0068,L1,implant,I2,R401,10.2,2.1,205.8,3.13,59.4,4.3,2026-05-07 21:07:10.813773,6
W0069,L3,litho,C3,R101,6.1,1.9,176.4,3.13,42.4,8.3,2026-05-07 12:07:17.669425,6
W0069,L3,etch,E1,R201,10.5,1.6,183.2,2.99,57.3,11.3,2026-05-07 23:01:57.750150,6
W0069,L3,deposit,D1,R301,14.4,1.5,197.4,3.15,45.7,6.9,2026-05-07 22:25:15.155378,6
W0069,L3,implant,I2,R401,5.8,1.2,160.5,2.88,41.3,5.5,2026-05-07 14:12:11.005140,6
W0070,L2,litho,C1,R102,11.1,1.1,160.1,2.88,40.6,7.6,2026-05-07 06:02:25.930581,6
W0070,L2,etch,E2,R201,9.5,0.6,171.7,2.97,46.2,9.9,2026-05-07 23:12:16.711693,6
W0070,L2,deposit,D2,R301,8.0,1.3,167.0,3.08,51.4,9.9,2026-05-07 02:03:46.821934,6
W0070,L2,implant,I1,R401,13.3,2.1,167.4,2.9,48.0,4.3,2026-05-07 08:59:17.054958,6
W0071,L3,litho,C2,R102,9.0,3.0,175.8,2.88,43.5,3.7,2026-05-08 13:35:13.916598,7
W0071,L3,etch,E1,R202,13.4,1.3,190.4,3.09,40.9,8.0,2026-05-08 14:38:26.541161,7
W0071,L3,deposit,D2,R301,7.3,0.8,184.2,3.12,51.7,6.6,2026-05-08 05:25:36.600829,7
W0071,L3,implant,I1,R401,13.9,1.4,209.7,3.18,57.0,6.6,2026-05-08 00:59:08.872805,7
W0072,L3,litho,C2,R102,7.1,0.9,196.4,2.89,50.1,5.0,2026-05-08 12:37:51.127259,7
W0072,L3,etch,E2,R201,6.9,0.8,204.0,2.9,41.6,5.0,2026-05-08 09:06:10.209562,7
W0072,L3,deposit,D2,R301,10.6,1.4,181.2,2.94,57.8,9.5,2026-05-08 05:59:37.035199,7
W0072,L3,implant,I2,R401,12.2,0.6,173.1,2.85,40.5,7.8,2026-05-08 00:52:37.184114,7
W0073,L2,litho,C3,R101,11.4,2.5,180.4,3.07,52.9,6.2,2026-05-08 14:30:22.971957,7
W0073,L2,etch,E2,R202,12.8,2.5,217.9,3.08,56.1,6.7,2026-05-08 19:37:16.644001,7
W0073,L2,deposit,D2,R301,6.0,0.9,212.3,2.91,40.2,9.6,2026-05-08 11:25:55.939269,7
W0073,L2,implant,I2,R401,13.9,2.7,205.5,2.9,49.1,8.7,2026-05-08 05:08:07.722405,7
W0074,L2,litho,C2,R101,14.2,1.6,178.6,3.13,51.0,7.6,2026-05-08 15:16:02.510944,7
W0074,L2,etch,E1,R202,9.9,2.4,183.3,2.99,41.5,11.0,2026-05-08 16:56:36.951235,7
W0074,L2,deposit,D1,R301,9.1,1.9,210.0,3.02,51.6,4.3,2026-05-08 12:33:23.319822,7
W0074,L2,implant,I1,R401,7.3,2.5,203.9,3.14,45.0,4.4,2026-05-08 10:35:50.596889,7
W0075,L1,litho,C3,R102,13.8,1.2,165.2,3.2,44.4,4.7,2026-05-08 14:56:25.367940,7
W0075,L1,etch,E2,R202,12.2,2.7,185.2,2.94,49.6,11.3,2026-05-08 00:21:55.462879,7
W0075,L1,deposit,D1,R301,6.9,2.2,168.6,2.87,47.1,3.5,2026-05-08 18:44:49.713658,7
W0075,L1,implant,I2,R401,9.9,2.5,161.8,3.02,52.6,10.0,2026-05-08 20:41:56.845823,7
W0076,L1,litho,C2,R101,10.5,1.1,209.8,2.95,43.0,8.5,2026-05-08 09:26:02.964172,7
W0076,L1,etch,E2,R202,11.1,2.1,166.5,3.13,46.5,8.3,2026-05-08 06:06:47.529750,7
W0076,L1,deposit,D2,R301,13.1,2.7,199.3,2.94,52.2,5.3,2026-05-08 21:12:16.018659,7
W0076,L1,implant,I2,R401,5.9,1.6,187.1,3.02,56.0,3.5,2026-05-08 17:14:40.703477,7
W0077,L1,litho,C2,R102,11.5,1.7,209.2,3.18,53.1,11.7,2026-05-08 17:25:41.716804,7
W0077,L1,etch,E1,R202,10.0,1.6,165.5,3.1,47.8,5.6,2026-05-08 11:48:54.634754,7
W0077,L1,deposit,D2,R301,6.9,1.6,172.2,2.85,50.3,5.5,2026-05-08 04:20:32.332851,7
W0077,L1,implant,I2,R401,11.9,2.3,191.9,3.11,40.0,2.8,2026-05-08 11:33:37.375830,7
W0078,L1,litho,C3,R101,9.3,2.5,162.8,3.16,50.1,3.8,2026-05-08 07:24:24.797031,7
W0078,L1,etch,E1,R201,7.5,2.1,178.6,2.94,51.3,7.6,2026-05-08 06:55:16.076655,7
W0078,L1,deposit,D2,R301,9.8,1.5,164.6,3.04,53.3,5.2,2026-05-08 09:43:34.638914,7
W0078,L1,implant,I1,R401,10.5,2.8,187.6,2.96,57.5,11.6,2026-05-08 04:02:13.773391,7
W0079,L2,litho,C1,R102,10.6,1.9,166.3,2.8,53.1,6.5,2026-05-08 10:54:15.508779,7
W0079,L2,etch,E1,R201,5.4,2.1,218.9,3.02,54.8,4.1,2026-05-08 22:08:58.516027,7
W0079,L2,deposit,D1,R301,11.9,1.4,182.7,2.97,51.6,2.5,2026-05-08 23:27:23.305379,7
W0079,L2,implant,I1,R401,13.1,2.1,188.8,2.92,56.9,9.8,2026-05-08 22:24:00.621575,7
W0080,L2,litho,C2,R102,12.3,0.6,212.0,2.96,56.2,3.2,2026-05-08 23:11:21.926451,7
W0080,L2,etch,E1,R202,7.6,1.5,218.4,3.17,43.7,4.9,2026-05-08 09:49:39.245202,7
W0080,L2,deposit,D2,R301,6.8,2.8,206.0,3.15,55.3,4.8,2026-05-08 04:57:49.189399,7
W0080,L2,implant,I1,R401,12.2,2.3,186.4,3.19,55.3,11.8,2026-05-08 14:00:47.842858,7
W0081,L2,litho,C2,R101,10.4,1.7,179.4,3.03,44.1,12.0,2026-05-09 18:06:11.242084,8
W0081,L2,etch,E1,R201,11.5,1.1,202.0,2.92,40.6,10.6,2026-05-09 15:29:59.955619,8
W0081,L2,deposit,D2,R301,6.3,2.7,188.6,3.16,58.2,4.5,2026-05-09 01:02:52.571838,8
W0081,L2,implant,I1,R401,8.4,2.3,187.1,2.8,42.9,6.2,2026-05-09 10:37:22.920985,8
W0082,L3,litho,C2,R101,8.9,0.6,203.8,3.04,48.8,9.0,2026-05-09 08:54:06.373909,8
W0082,L3,etch,E2,R201,8.8,1.5,207.8,3.03,50.9,7.4,2026-05-09 10:26:56.068411,8
W0082,L3,deposit,D1,R301,9.7,2.2,212.5,3.01,53.2,6.4,2026-05-09 09:35:07.554110,8
W0082,L3,implant,I2,R401,13.3,1.1,198.5,3.08,46.3,7.3,2026-05-09 04:38:53.367250,8
W0083,L1,litho,C2,R101,13.0,1.9,199.9,2.88,58.9,11.8,2026-05-09 04:15:30.898378,8
W0083,L1,etch,E1,R201,11.7,1.4,194.2,2.96,59.8,5.3,2026-05-09 05:05:21.389844,8
W0083,L1,deposit,D2,R301,9.3,0.8,217.8,2.87,54.1,9.9,2026-05-09 13:39:21.101407,8
W0083,L1,implant,I1,R401,8.0,2.2,168.0,3.13,44.5,2.8,2026-05-09 17:16:43.389146,8
W0084,L3,litho,C3,R101,11.1,3.0,204.5,3.07,50.0,9.8,2026-05-09 21:54:22.048909,8
W0084,L3,etch,E2,R202,5.4,2.3,160.0,2.95,41.7,7.4,2026-05-09 11:05:51.236663,8
W0084,L3,deposit,D2,R301,6.5,2.1,166.0,2.93,47.0,11.2,2026-05-09 06:39:32.312292,8
W0084,L3,implant,I2,R401,5.5,0.5,187.1,3.15,56.4,7.8,2026-05-09 01:27:00.402586,8
W0085,L2,litho,C1,R102,6.8,1.7,205.3,2.82,47.3,3.7,2026-05-09 04:05:31.949742,8
W0085,L2,etch,E1,R201,11.3,2.6,186.8,3.18,42.4,5.0,2026-05-09 11:38:53.007534,8
W0085,L2,deposit,D2,R301,13.4,1.1,214.4,2.86,58.3,6.2,2026-05-09 21:36:18.694660,8
W0085,L2,implant,I2,R401,13.1,1.9,203.2,3.19,48.4,8.0,2026-05-09 00:23:03.929899,8
W0086,L1,litho,C2,R102,6.1,0.8,171.5,2.99,56.0,3.1,2026-05-09 00:10:11.756636,8
W0086,L1,etch,E1,R202,12.6,1.2,173.9,2.81,58.9,4.6,2026-05-09 05:43:48.236028,8
W0086,L1,deposit,D1,R301,6.2,2.9,183.2,3.0,56.6,2.8,2026-05-09 11:55:22.327796,8
W0086,L1,implant,I2,R401,12.4,1.9,167.4,2.97,45.4,7.4,2026-05-09 09:28:58.326710,8
W0087,L3,litho,C3,R102,9.7,2.5,198.9,3.1,50.7,7.4,2026-05-09 14:13:08.633775,8
W0087,L3,etch,E2,R202,11.1,0.6,171.1,3.03,45.3,8.6,2026-05-09 13:57:08.613966,8
W0087,L3,deposit,D2,R301,11.5,0.8,198.3,3.2,46.3,9.6,2026-05-09 14:33:48.096078,8
W0087,L3,implant,I2,R401,11.3,1.0,210.2,3.0,54.3,7.4,2026-05-09 14:44:13.585877,8
W0088,L2,litho,C3,R102,6.8,2.0,204.8,3.08,40.3,9.9,2026-05-09 06:37:52.926841,8
W0088,L2,etch,E1,R201,14.2,2.9,188.0,3.11,53.3,9.3,2026-05-09 04:50:53.678387,8
W0088,L2,deposit,D2,R301,10.7,1.8,203.6,3.12,55.0,9.6,2026-05-09 22:27:20.235518,8
W0088,L2,implant,I1,R401,12.6,1.0,169.1,2.86,48.9,9.8,2026-05-09 02:32:32.777626,8
W0089,L3,litho,C1,R102,7.2,1.7,179.8,2.9,44.2,4.7,2026-05-09 12:27:02.841537,8
W0089,L3,etch,E2,R201,7.6,1.1,199.0,2.97,41.7,5.2,2026-05-09 06:20:27.988858,8
W0089,L3,deposit,D1,R301,11.5,2.6,184.1,3.18,50.8,8.9,2026-05-09 13:13:33.556072,8
W0089,L3,implant,I1,R401,7.2,2.1,196.5,3.06,40.2,10.2,2026-05-09 04:16:20.834047,8
W0090,L3,litho,C2,R102,14.8,0.6,186.8,3.04,55.7,2.8,2026-05-09 05:21:25.480988,8
W0090,L3,etch,E1,R201,12.4,2.8,170.6,3.07,44.5,11.9,2026-05-09 03:25:57.441499,8
W0090,L3,deposit,D1,R301,6.0,0.9,192.3,3.05,59.7,6.1,2026-05-09 02:18:15.370161,8
W0090,L3,implant,I1,R401,8.7,2.9,210.6,3.05,58.0,6.9,2026-05-09 05:33:44.371174,8
W0091,L1,litho,C3,R102,7.6,1.2,175.7,2.93,40.7,11.0,2026-05-10 13:16:14.557504,9
W0091,L1,etch,E2,R202,12.0,2.3,189.1,3.17,42.7,3.2,2026-05-10 12:03:54.987385,9
W0091,L1,deposit,D1,R301,13.8,2.4,189.8,2.95,40.3,2.1,2026-05-10 23:37:27.988910,9
W0091,L1,implant,I2,R401,6.1,1.1,216.4,3.03,59.3,3.7,2026-05-10 00:32:02.145420,9
W0092,L1,litho,C1,R101,7.7,2.5,161.6,2.88,41.1,11.7,2026-05-10 01:50:15.800927,9
W0092,L1,etch,E1,R202,11.1,1.7,196.9,2.91,48.1,3.1,2026-05-10 21:31:35.461593,9
W0092,L1,deposit,D2,R301,8.6,0.9,218.5,3.18,44.5,6.6,2026-05-10 16:56:21.695424,9
W0092,L1,implant,I1,R401,9.7,1.1,181.8,2.92,47.7,10.9,2026-05-10 03:00:25.442500,9
W0093,L1,litho,C3,R101,10.2,0.9,160.7,2.81,51.1,2.7,2026-05-10 01:17:01.776143,9
W0093,L1,etch,E2,R201,14.3,1.5,170.5,3.06,49.6,10.2,2026-05-10 01:20:50.095726,9
W0093,L1,deposit,D1,R301,9.0,0.7,217.3,2.97,40.1,9.1,2026-05-10 12:13:00.963564,9
W0093,L1,implant,I2,R401,14.9,1.7,211.0,2.81,42.1,10.2,2026-05-10 07:50:24.997875,9
W0094,L1,litho,C3,R101,13.5,0.6,181.2,3.17,48.6,10.9,2026-05-10 10:03:51.571434,9
W0094,L1,etch,E2,R202,7.8,0.6,210.8,2.81,41.0,10.4,2026-05-10 07:46:26.561750,9
W0094,L1,deposit,D2,R301,10.1,1.4,183.6,2.8,46.8,4.7,2026-05-10 10:31:44.264702,9
W0094,L1,implant,I2,R401,9.4,2.5,177.3,2.81,53.5,4.1,2026-05-10 00:37:32.528474,9
W0095,L3,litho,C2,R102,5.4,0.9,201.8,3.09,43.7,4.1,2026-05-10 01:44:26.252535,9
W0095,L3,etch,E2,R201,11.4,1.9,183.4,2.85,49.6,8.2,2026-05-10 14:41:05.595351,9
W0095,L3,deposit,D2,R301,8.6,2.3,189.2,3.11,51.3,10.9,2026-05-10 05:44:16.146364,9
W0095,L3,implant,I2,R401,14.0,2.6,171.8,2.91,42.4,10.1,2026-05-10 07:11:42.256055,9
W0096,L2,litho,C2,R101,9.0,2.5,195.6,2.88,49.5,10.8,2026-05-10 04:11:14.953850,9
W0096,L2,etch,E2,R202,9.8,2.0,174.4,2.93,40.9,7.7,2026-05-10 16:27:31.118713,9
W0096,L2,deposit,D2,R301,7.5,1.4,190.2,2.83,53.8,8.7,2026-05-10 22:58:00.460951,9
W0096,L2,implant,I1,R401,14.5,1.0,203.9,3.01,47.9,6.5,2026-05-10 13:35:47.895101,9
W0097,L2,litho,C2,R102,8.0,2.3,204.9,2.87,54.2,6.4,2026-05-10 07:14:44.074758,9
W0097,L2,etch,E2,R202,12.4,1.7,169.9,2.99,54.0,11.3,2026-05-10 17:42:25.873634,9
W0097,L2,deposit,D1,R301,9.9,2.6,177.0,2.89,55.9,4.5,2026-05-10 00:34:24.540300,9
W0097,L2,implant,I2,R401,14.5,1.6,202.1,2.92,53.2,7.0,2026-05-10 23:37:50.829337,9
W0098,L2,litho,C1,R102,5.6,0.5,185.5,2.86,43.0,6.2,2026-05-10 21:41:34.719319,9
W0098,L2,etch,E1,R201,7.2,0.6,161.9,3.11,50.0,7.7,2026-05-10 15:40:51.848382,9
W0098,L2,deposit,D1,R301,5.5,0.5,169.7,3.17,53.5,6.2,2026-05-10 22:47:31.495939,9
W0098,L2,implant,I2,R401,8.0,0.8,190.4,3.04,49.7,10.5,2026-05-10 12:34:31.503145,9
W0099,L2,litho,C2,R101,6.9,2.6,198.0,2.97,47.5,11.4,2026-05-10 13:23:41.033575,9
W0099,L2,etch,E1,R202,9.7,2.6,214.5,2.87,55.8,5.1,2026-05-10 22:13:56.789365,9
W0099,L2,deposit,D2,R301,5.7,1.2,217.4,2.9,58.3,7.9,2026-05-10 13:22:28.557946,9
W0099,L2,implant,I2,R401,7.6,2.2,191.7,3.0,41.6,8.0,2026-05-10 22:34:11.367627,9
W0100,L2,litho,C1,R102,10.8,2.5,186.6,3.17,55.1,8.0,2026-05-10 23:07:21.659248,9
W0100,L2,etch,E2,R202,5.0,2.2,169.9,2.83,53.6,10.8,2026-05-10 14:08:12.775990,9
W0100,L2,deposit,D1,R301,5.5,2.3,165.6,2.84,54.6,7.1,2026-05-10 18:26:29.269674,9
W0100,L2,implant,I1,R401,8.0,1.2,183.8,2.91,59.2,6.6,2026-05-10 02:18:45.971636,9
W0101,L2,litho,C3,R102,13.1,1.4,215.5,3.13,41.8,6.3,2026-05-11 06:44:35.677844,10
W0101,L2,etch,E2,R202,11.9,0.5,160.5,3.19,57.2,8.4,2026-05-11 14:00:48.113107,10
W0101,L2,deposit,D1,R301,11.5,2.6,201.9,3.1,47.4,10.5,2026-05-11 17:10:45.376988,10
W0101,L2,implant,I2,R401,12.5,1.0,187.2,3.15,51.0,4.1,2026-05-11 07:55:51.619261,10
W0102,L2,litho,C2,R102,6.7,0.8,194.9,3.06,49.5,10.3,2026-05-11 13:47:24.604503,10
W0102,L2,etch,E2,R202,5.7,2.0,206.1,3.18,59.4,3.5,2026-05-11 18:41:22.180608,10
W0102,L2,deposit,D1,R301,8.5,1.5,179.0,2.94,47.1,9.9,2026-05-11 08:37:22.064141,10
W0102,L2,implant,I1,R401,13.9,0.7,207.7,3.16,50.3,9.5,2026-05-11 04:17:26.474762,10
W0103,L1,litho,C3,R102,7.7,0.9,180.2,2.94,48.7,8.4,2026-05-11 01:27:10.800617,10
W0103,L1,etch,E2,R202,9.2,2.8,217.3,2.98,41.9,5.2,2026-05-11 22:48:04.189125,10
W0103,L1,deposit,D1,R301,11.8,0.8,209.0,3.1,43.5,10.6,2026-05-11 03:22:01.544908,10
W0103,L1,implant,I2,R401,10.8,0.5,165.3,2.8,49.0,5.5,2026-05-11 12:18:55.155508,10
W0104,L1,litho,C3,R102,13.8,2.8,169.9,2.87,44.6,2.2,2026-05-11 01:32:09.000584,10
W0104,L1,etch,E1,R202,7.7,2.4,168.4,3.03,58.2,3.0,2026-05-11 15:31:22.730379,10
W0104,L1,deposit,D1,R301,7.0,1.0,179.3,2.83,56.7,3.2,2026-05-11 12:30:52.997978,10
W0104,L1,implant,I1,R401,9.3,0.8,169.4,3.18,50.7,5.9,2026-05-11 13:45:27.503608,10
W0105,L2,litho,C2,R102,11.6,1.4,181.4,2.81,59.9,10.1,2026-05-11 07:18:00.312071,10
W0105,L2,etch,E2,R201,9.5,1.3,211.0,2.82,50.2,10.8,2026-05-11 07:59:34.770266,10
W0105,L2,deposit,D1,R301,5.2,2.6,213.5,3.0,46.8,9.8,2026-05-11 05:05:23.408119,10
W0105,L2,implant,I2,R401,11.7,1.6,166.5,2.8,46.2,5.6,2026-05-11 21:53:54.017503,10
W0106,L2,litho,C3,R101,14.4,1.1,175.8,3.17,47.1,8.7,2026-05-11 09:55:20.136721,10
W0106,L2,etch,E1,R202,9.4,1.9,178.4,2.86,57.8,7.1,2026-05-11 21:43:10.894396,10
W0106,L2,deposit,D1,R301,7.2,2.5,189.3,3.04,51.6,5.3,2026-05-11 20:52:09.825715,10
W0106,L2,implant,I2,R401,6.6,2.6,204.6,2.8,49.6,6.6,2026-05-11 23:07:00.255860,10
W0107,L1,litho,C2,R101,12.6,0.6,187.9,2.82,55.9,7.6,2026-05-11 08:22:19.015227,10
W0107,L1,etch,E1,R202,11.6,2.4,185.6,3.12,51.2,5.1,2026-05-11 10:15:54.934257,10
W0107,L1,deposit,D2,R301,12.6,0.9,192.4,3.2,57.3,10.8,2026-05-11 05:43:39.017986,10
W0107,L1,implant,I2,R401,5.7,1.1,171.3,3.02,58.9,7.0,2026-05-11 16:01:22.897483,10
W0108,L2,litho,C1,R102,9.1,2.9,214.6,3.08,44.2,7.6,2026-05-11 21:56:32.380648,10
W0108,L2,etch,E2,R201,10.1,1.6,190.5,3.03,49.7,5.1,2026-05-11 02:57:01.778373,10
W0108,L2,deposit,D1,R301,12.3,1.8,218.0,3.01,51.5,2.1,2026-05-11 03:48:25.727462,10
W0108,L2,implant,I2,R401,10.9,1.8,218.4,3.04,54.4,9.7,2026-05-11 12:10:46.892779,10
W0109,L3,litho,C2,R102,12.3,2.0,216.9,2.82,42.7,9.5,2026-05-11 02:00:12.775518,10
W0109,L3,etch,E2,R202,11.5,2.6,207.6,3.18,54.6,11.5,2026-05-11 22:40:16.941337,10
W0109,L3,deposit,D1,R301,6.8,2.6,189.0,2.89,49.1,8.5,2026-05-11 19:50:22.356412,10
W0109,L3,implant,I2,R401,6.9,2.3,196.6,2.8,40.7,7.3,2026-05-11 11:57:03.925009,10
W0110,L3,litho,C1,R102,12.6,3.0,193.4,3.01,41.4,3.2,2026-05-11 20:36:13.540957,10
W0110,L3,etch,E2,R202,10.2,0.6,184.3,2.86,44.8,7.7,2026-05-11 22:39:15.098162,10
W0110,L3,deposit,D2,R301,12.3,1.0,187.4,3.06,55.4,5.8,2026-05-11 15:36:15.737900,10
W0110,L3,implant,I2,R401,7.5,2.3,208.8,3.09,40.2,7.2,2026-05-11 13:40:21.588595,10
W0111,L3,litho,C2,R102,14.1,0.6,199.6,3.02,40.7,4.6,2026-05-12 04:35:30.481475,11
W0111,L3,etch,E2,R201,9.8,2.0,181.7,3.07,57.0,8.0,2026-05-12 19:25:28.981348,11
W0111,L3,deposit,D1,R301,6.5,1.7,161.6,3.07,52.4,8.8,2026-05-12 09:21:21.525904,11
W0111,L3,implant,I2,R401,5.9,1.7,213.8,3.09,56.7,9.2,2026-05-12 23:17:39.943634,11
W0112,L2,litho,C3,R101,8.8,1.6,203.0,2.84,53.9,5.6,2026-05-12 11:01:54.234819,11
W0112,L2,etch,E1,R202,10.3,1.9,168.2,2.82,41.5,11.1,2026-05-12 16:51:12.233112,11
W0112,L2,deposit,D2,R301,11.5,2.0,173.2,2.83,51.5,7.5,2026-05-12 23:19:34.500880,11
W0112,L2,implant,I2,R401,8.5,2.6,196.3,2.82,56.6,10.8,2026-05-12 10:45:20.378015,11
W0113,L1,litho,C2,R101,14.2,2.8,202.6,2.9,42.4,4.3,2026-05-12 01:50:19.361217,11
W0113,L1,etch,E2,R202,10.1,1.8,174.4,3.17,58.5,11.7,2026-05-12 21:26:30.510518,11
W0113,L1,deposit,D2,R301,7.2,2.2,195.3,2.93,48.6,8.1,2026-05-12 03:27:53.615663,11
W0113,L1,implant,I1,R401,8.9,2.3,171.2,2.81,49.9,3.1,2026-05-12 13:49:49.530265,11
W0114,L3,litho,C2,R101,10.8,2.4,195.8,3.14,47.0,10.8,2026-05-12 03:17:42.225664,11
W0114,L3,etch,E2,R201,5.1,2.8,173.6,3.14,51.8,2.4,2026-05-12 06:53:15.437291,11
W0114,L3,deposit,D1,R301,12.0,1.9,172.7,3.08,53.4,6.6,2026-05-12 02:39:48.045697,11
W0114,L3,implant,I1,R401,8.0,1.7,178.4,2.88,44.5,7.7,2026-05-12 01:41:32.950596,11
W0115,L3,litho,C2,R101,8.2,2.2,195.0,2.96,59.1,4.5,2026-05-12 23:52:30.032990,11
W0115,L3,etch,E2,R202,8.8,2.6,178.8,3.02,41.4,3.2,2026-05-12 16:48:44.669988,11
W0115,L3,deposit,D2,R301,11.5,1.2,166.7,2.83,48.4,2.2,2026-05-12 16:14:17.042506,11
W0115,L3,implant,I2,R401,6.5,2.9,171.8,3.0,41.6,2.8,2026-05-12 03:27:59.698067,11
W0116,L1,litho,C2,R102,10.2,2.5,203.9,2.96,49.6,2.0,2026-05-12 15:58:44.833620,11
W0116,L1,etch,E2,R201,6.3,1.7,190.7,2.88,55.4,10.2,2026-05-12 03:24:08.216186,11
W0116,L1,deposit,D2,R301,13.8,0.9,168.0,2.87,56.3,11.0,2026-05-12 09:44:57.405600,11
W0116,L1,implant,I1,R401,12.4,1.2,218.0,2.95,59.1,11.6,2026-05-12 17:59:51.340511,11
W0117,L1,litho,C3,R101,10.5,1.8,175.1,3.03,46.8,5.8,2026-05-12 04:00:11.375686,11
W0117,L1,etch,E1,R201,5.6,1.3,217.9,2.97,56.1,4.2,2026-05-12 15:23:56.006747,11
W0117,L1,deposit,D2,R301,11.7,3.0,166.7,3.01,56.1,3.6,2026-05-12 08:32:27.917611,11
W0117,L1,implant,I2,R401,13.5,2.1,192.4,2.92,43.6,9.0,2026-05-12 17:33:31.969824,11
W0118,L2,litho,C1,R102,14.0,0.5,200.4,3.08,47.9,7.4,2026-05-12 01:55:57.341701,11
W0118,L2,etch,E1,R201,8.1,3.0,163.7,2.83,46.0,8.1,2026-05-12 03:21:26.758391,11
W0118,L2,deposit,D2,R301,12.1,0.7,166.4,3.15,41.3,7.5,2026-05-12 06:40:39.925668,11
W0118,L2,implant,I1,R401,10.6,2.9,186.0,3.14,52.7,5.8,2026-05-12 12:59:40.665868,11
W0119,L2,litho,C1,R102,8.9,3.0,194.3,2.83,52.5,2.8,2026-05-12 19:33:24.932829,11
W0119,L2,etch,E2,R202,6.9,2.5,197.1,3.12,56.9,2.4,2026-05-12 09:24:45.871811,11
W0119,L2,deposit,D1,R301,8.8,2.2,160.5,3.14,56.8,9.6,2026-05-12 18:36:05.397721,11
W0119,L2,implant,I1,R401,14.7,2.3,192.7,2.83,42.7,11.4,2026-05-12 15:18:30.430852,11
W0120,L3,litho,C1,R102,12.1,2.1,190.2,2.99,49.5,5.2,2026-05-12 09:26:25.745708,11
