wafer_id,step,param,value
W0182,deposit,film_thickness_um,0.799
W0182,implant,dose_cm2,9.98e+14
W0183,litho,cd_nm,91.4
W0183,etch,etch_depth_um,1.41
W0183,deposit,film_thickness_um,0.805
W0183,implant,dose_cm2,9.81e+14
W0184,litho,cd_nm,81.9
W0184,etch,etch_depth_um,1.48
W0184,deposit,film_thickness_um,0.81
W0184,implant,dose_cm2,1.01e+15
W0185,litho,cd_nm,90.0
W0185,etch,etch_depth_um,1.52
W0185,deposit,film_thickness_um,0.846
W0185,implant,dose_cm2,1.02e+15
W0186,litho,cd_nm,90.3
W0186,etch,etch_depth_um,1.46
W0186,deposit,film_thickness_um,0.823
W0186,implant,dose_cm2,1.00e+15
W0187,litho,cd_nm,89.2
W0187,etch,etch_depth_um,1.51
W0187,deposit,film_thickness_um,0.794
W0187,implant,dose_cm2,9.90e+14
W0188,litho,cd_nm,81.5
W0188,etch,etch_depth_um,1.39
W0188,deposit,film_thickness_um,0.823
W0188,implant,dose_cm2,9.92e+14
W0189,litho,cd_nm,91.1
W0189,etch,etch_depth_um,1.54
W0189,deposit,film_thickness_um,0.787
W0189,implant,dose_cm2,9.84e+14
W0190,litho,cd_nm,89.2
W0190,etch,etch_depth_um,1.45
W0190,deposit,film_thickness_um,0.777
W0190,implant,dose_cm2,9.95e+14
W0191,litho,cd_nm,88.2
W0191,etch,etch_depth_um,1.4
W0191,deposit,film_thickness_um,0.735
W0191,implant,dose_cm2,1.01e+15
W0192,litho,cd_nm,81.7
W0192,etch,etch_depth_um,1.61
W0192,deposit,film_thickness_um,0.786
W0192,implant,dose_cm2,1.01e+15
W0193,litho,cd_nm,89.6
W0193,etch,etch_depth_um,1.66
W0193,deposit,film_thickness_um,0.758
W0193,implant,dose_cm2,9.93e+14
W0194,litho,cd_nm,90.2
W0194,etch,etch_depth_um,1.68
W0194,deposit,film_thickness_um,0.826
W0194,implant,dose_cm2,9.92e+14
W0195,litho,cd_nm,91.3
W0195,etch,etch_depth_um,1.47
W0195,deposit,film_thickness_um,0.878
W0195,implant,dose_cm2,1.01e+15
W0196,litho,cd_nm,82.8
W0196,etch,etch_depth_um,1.6
W0196,deposit,film_thickness_um,0.767
W0196,implant,dose_cm2,1.00e+15
W0197,litho,cd_nm,89.1
W0197,etch,etch_depth_um,1.76
W0197,deposit,film_thickness_um,0.804
W0197,implant,dose_cm2,1.00e+15
W0198,litho,cd_nm,90.3
W0198,etch,etch_depth_um,1.56
W0198,deposit,film_thickness_um,0.808
W0198,implant,dose_cm2,9.92e+14
W0199,litho,cd_nm,80.8
W0199,etch,etch_depth_um,1.53
W0199,deposit,film_thickness_um,0.781
W0199,implant,dose_cm2,1.01e+15
W0200,litho,cd_nm,91.9
W0200,etch,etch_depth_um,1.4
W0200,deposit,film_thickness_um,0.864
W0200,implant,dose_cm2,9.98e+14
W0201,litho,cd_nm,88.5
W0201,etch,etch_depth_um,1.5
W0201,deposit,film_thickness_um,0.757
W0201,implant,dose_cm2,1.00e+15
W0202,litho,cd_nm,90.5
W0202,etch,etch_depth_um,1.37
W0202,deposit,film_thickness_um,0.804
W0202,implant,dose_cm2,1.01e+15
W0203,litho,cd_nm,83.3
W0203,etch,etch_depth_um,1.37
W0203,deposit,film_thickness_um,0.799
W0203,implant,dose_cm2,1.01e+15
W0204,litho,cd_nm,82.2
W0204,etch,etch_depth_um,1.61
W0204,deposit,film_thickness_um,0.79
W0204,implant,dose_cm2,1.01e+15
W0205,litho,cd_nm,83.4
W0205,etch,etch_depth_um,1.33
W0205,deposit,film_thickness_um,0.892
W0205,implant,dose_cm2,1.00e+15
W0206,litho,cd_nm,81.5
W0206,etch,etch_depth_um,1.46
W0206,deposit,film_thickness_um,0.672
W0206,implant,dose_cm2,9.84e+14
W0207,litho,cd_nm,92.5
W0207,etch,etch_depth_um,1.44
W0207,deposit,film_thickness_um,0.836
W0207,implant,dose_cm2,1.01e+15
W0208,litho,cd_nm,89.9
W0208,etch,etch_depth_um,1.61
W0208,deposit,film_thickness_um,0.796
W0208,implant,dose_cm2,1.00e+15
W0209,litho,cd_nm,82.1
W0209,etch,etch_depth_um,1.52
W0209,deposit,film_thickness_um,0.777
W0209,implant,dose_cm2,1.01e+15
W0210,litho,cd_nm,82.1
W0210,etch,etch_depth_um,1.64
W0210,deposit,film_thickness_um,0.724
W0210,implant,dose_cm2,9.85e+14
W0211,litho,cd_nm,81.1
W0211,etch,etch_depth_um,1.54
W0211,deposit,film_thickness_um,0.803
W0211,implant,dose_cm2,1.02e+15
W0212,litho,cd_nm,82.1
W0212,etch,etch_depth_um,1.44
W0212,deposit,film_thickness_um,0.814
W0212,implant,dose_cm2,9.99e+14
W0213,litho,cd_nm,91.7
W0213,etch,etch_depth_um,1.58
W0213,deposit,film_thickness_um,0.781
W0213,implant,dose_cm2,9.97e+14
W0214,litho,cd_nm,82.8
W0214,etch,etch_depth_um,1.49
W0214,deposit,film_thickness_um,0.943
W0214,implant,dose_cm2,9.91e+14
W0215,litho,cd_nm,89.2
W0215,etch,etch_depth_um,1.61
W0215,deposit,film_thickness_um,0.768
W0215,implant,dose_cm2,1.00e+15
W0216,litho,cd_nm,87.9
W0216,etch,etch_depth_um,1.55
W0216,deposit,film_thickness_um,0.737
W0216,implant,dose_cm2,1.02e+15
W0217,litho,cd_nm,81.4
W0217,etch,etch_depth_um,1.54
W0217,deposit,film_thickness_um,0.861
W0217,implant,dose_cm2,1.00e+15
W0218,litho,cd_nm,79.7
W0218,etch,etch_depth_um,1.51
W0218,deposit,film_thickness_um,0.781
W0218,implant,dose_cm2,1.01e+15
W0219,litho,cd_nm,91.0
W0219,etch,etch_depth_um,1.4
W0219,deposit,film_thickness_um,0.777
W0219,implant,dose_cm2,1.00e+15
W0220,litho,cd_nm,92.9
W0220,etch,etch_depth_um,1.66
W0220,deposit,film_thickness_um,0.703
W0220,implant,dose_cm2,9.95e+14
W0221,litho,cd_nm,89.7
W0221,etch,etch_depth_um,1.57
W0221,deposit,film_thickness_um,0.785
W0221,implant,dose_cm2,9.99e+14
W0222,litho,cd_nm,80.5
W0222,etch,etch_depth_um,1.43
W0222,deposit,film_thickness_um,0.818
W0222,implant,dose_cm2,1.01e+15
W0223,litho,cd_nm,90.5
W0223,etch,etch_depth_um,1.47
W0223,deposit,film_thickness_um,0.82
W0223,implant,dose_cm2,9.84e+14
W0224,litho,cd_nm,92.1
W0224,etch,etch_depth_um,1.42
W0224,deposit,film_thickness_um,0.792
W0224,implant,dose_cm2,1.00e+15
W0225,litho,cd_nm,82.3
W0225,etch,etch_depth_um,1.55
W0225,deposit,film_thickness_um,0.775
W0225,implant,dose_cm2,1.00e+15
W0226,litho,cd_nm,81.3
W0226,etch,etch_depth_um,1.43
W0226,deposit,film_thickness_um,0.748
W0226,implant,dose_cm2,1.02e+15
W0227,litho,cd_nm,90.2
W0227,etch,etch_depth_um,1.39
W0227,deposit,film_thickness_um,0.804
W0227,implant,dose_cm2,1.00e+15
W0228,litho,cd_nm,87.6
W0228,etch,etch_depth_um,1.68
W0228,deposit,film_thickness_um,0.763
W0228,implant,dose_cm2,9.99e+14
W0229,litho,cd_nm,78.3
W0229,etch,etch_depth_um,1.53
W0229,deposit,film_thickness_um,0.755
W0229,implant,dose_cm2,1.00e+15
W0230,litho,cd_nm,91.1
W0230,etch,etch_depth_um,1.64
W0230,deposit,film_thickness_um,0.789
W0230,implant,dose_cm2,1.01e+15
W0231,litho,cd_nm,90.4
W0231,etch,etch_depth_um,1.68
W0231,deposit,film_thickness_um,0.834
W0231,implant,dose_cm2,9.76e+14
W0232,litho,cd_nm,81.5
W0232,etch,etch_depth_um,1.34
W0232,deposit,film_thickness_um,0.898
W0232,implant,dose_cm2,1.00e+15
W0233,litho,cd_nm,88.6
W0233,etch,etch_depth_um,1.47
W0233,deposit,film_thickness_um,0.72
W0233,implant,dose_cm2,1.00e+15
W0234,litho,cd_nm,82.8
W0234,etch,etch_depth_um,1.48
W0234,deposit,film_thickness_um,0.838
W0234,implant,dose_cm2,9.99e+14
W0235,litho,cd_nm,91.4
W0235,etch,etch_depth_um,1.48
W0235,deposit,film_thickness_um,0.763
W0235,implant,dose_cm2,1.01e+15
W0236,litho,cd_nm,80.7
W0236,etch,etch_depth_um,1.42
W0236,deposit,film_thickness_um,0.795
W0236,implant,dose_cm2,1.00e+15
W0237,litho,cd_nm,88.7
W0237,etch,etch_depth_um,1.61
W0237,deposit,film_thickness_um,0.827
W0237,implant,dose_cm2,1.00e+15
W0238,litho,cd_nm,79.9
W0238,etch,etch_depth_um,1.55
W0238,deposit,film_thickness_um,0.725
W0238,implant,dose_cm2,9.81e+14
W0239,litho,cd_nm,90.2
W0239,etch,etch_depth_um,1.33
W0239,deposit,film_thickness_um,0.884
W0239,implant,dose_cm2,1.01e+15
W0240,litho,cd_nm,89.9
W0240,etch,etch_depth_um,1.48
W0240,deposit,film_thickness_um,0.831
W0240,implant,dose_cm2,1.01e+15
W0241,litho,cd_nm,81.9
W0241,etch,etch_depth_um,1.65
W0241,deposit,film_thickness_um,0.892
W0241,implant,dose_cm2,1.01e+15
W0242,litho,cd_nm,83.0
W0242,etch,etch_depth_um,1.49
W0242,deposit,film_thickness_um,0.745
W0242,implant,dose_cm2,9.98e+14
W0243,litho,cd_nm,86.9
W0243,etch,etch_depth_um,1.42
W0243,deposit,film_thickness_um,0.764
W0243,implant,dose_cm2,1.00e+15
W0244,litho,cd_nm,79.9
W0244,etch,etch_depth_um,1.4
W0244,deposit,film_thickness_um,0.819
W0244,implant,dose_cm2,9.99e+14
W0245,litho,cd_nm,92.8
W0245,etch,etch_depth_um,1.58
W0245,deposit,film_thickness_um,0.809
W0245,implant,dose_cm2,1.01e+15
W0246,litho,cd_nm,79.2
W0246,etch,etch_depth_um,1.27
W0246,deposit,film_thickness_um,0.836
W0246,implant,dose_cm2,1.00e+15
W0247,litho,cd_nm,82.4
W0247,etch,etch_depth_um,1.58
W0247,deposit,film_thickness_um,0.785
W0247,implant,dose_cm2,1.00e+15
W0248,litho,cd_nm,82.0
W0248,etch,etch_depth_um,1.56
W0248,deposit,film_thickness_um,0.812
W0248,implant,dose_cm2,1.00e+15
W0249,litho,cd_nm,86.6
W0249,etch,etch_depth_um,1.57
W0249,deposit,film_thickness_um,0.785
W0249,implant,dose_cm2,1.01e+15
W0250,litho,cd_nm,92.0
W0250,etch,etch_depth_um,1.7
W0250,deposit,film_thickness_um,0.862
W0250,implant,dose_cm2,9.77e+14
W0251,litho,cd_nm,88.1
W0251,etch,etch_depth_um,1.43
W0251,deposit,film_thickness_um,0.853
W0251,implant,dose_cm2,9.91e+14
W0252,litho,cd_nm,87.8
W0252,etch,etch_depth_um,1.39
W0252,deposit,film_thickness_um,0.736
W0252,implant,dose_cm2,9.90e+14
W0253,litho,cd_nm,91.8
W0253,etch,etch_depth_um,1.55
W0253,deposit,film_thickness_um,0.906
W0253,implant,dose_cm2,9.93e+14
W0254,litho,cd_nm,82.9
W0254,etch,etch_depth_um,1.5
W0254,deposit,film_thickness_um,0.818
W0254,implant,dose_cm2,1.00e+15
W0255,litho,cd_nm,86.9
W0255,etch,etch_depth_um,1.52
W0255,deposit,film_thickness_um,0.74
W0255,implant,dose_cm2,1.01e+15
W0256,litho,cd_nm,92.4
W0256,etch,etch_depth_um,1.51
W0256,deposit,film_thickness_um,0.85
W0256,implant,dose_cm2,9.99e+14
W0257,litho,cd_nm,91.8
W0257,etch,etch_depth_um,1.58
W0257,deposit,film_thickness_um,0.802
W0257,implant,dose_cm2,9.94e+14
W0258,litho,cd_nm,90.9
W0258,etch,etch_depth_um,1.29
W0258,deposit,film_thickness_um,0.772
W0258,implant,dose_cm2,9.98e+14
W0259,litho,cd_nm,80.7
W0259,etch,etch_depth_um,1.64
W0259,deposit,film_thickness_um,0.779
W0259,implant,dose_cm2,1.01e+15
W0260,litho,cd_nm,89.6
W0260,etch,etch_depth_um,1.44
W0260,deposit,film_thickness_um,0.853
W0260,implant,dose_cm2,9.78e+14
W0261,litho,cd_nm,91.5
W0261,etch,etch_depth_um,1.47
W0261,deposit,film_thickness_um,0.854
W0261,implant,dose_cm2,9.93e+14
W0262,litho,cd_nm,79.2
W0262,etch,etch_depth_um,1.53
W0262,deposit,film_thickness_um,0.814
W0262,implant,dose_cm2,9.92e+14
W0263,litho,cd_nm,81.2
W0263,etch,etch_depth_um,1.52
W0263,deposit,film_thickness_um,0.756
W0263,implant,dose_cm2,1.01e+15
W0264,litho,cd_nm,92.1
W0264,etch,etch_depth_um,1.54
W0264,deposit,film_thickness_um,0.725
W0264,implant,dose_cm2,9.64e+14
W0265,litho,cd_nm,82.2
W0265,etch,etch_depth_um,1.62
W0265,deposit,film_thickness_um,0.718
W0265,implant,dose_cm2,1.00e+15
W0266,litho,cd_nm,93.2
W0266,etch,etch_depth_um,1.53
W0266,deposit,film_thickness_um,0.855
W0266,implant,dose_cm2,1.02e+15
W0267,litho,cd_nm,92.1
W0267,etch,etch_depth_um,1.59
W0267,deposit,film_thickness_um,0.793
W0267,implant,dose_cm2,1.01e+15
W0268,litho,cd_nm,80.2
W0268,etch,etch_depth_um,1.57
W0268,deposit,film_thickness_um,0.803
W0268,implant,dose_cm2,9.97e+14
W0269,litho,cd_nm,81.6
W0269,etch,etch_depth_um,1.55
W0269,deposit,film_thickness_um,0.734
W0269,implant,dose_cm2,1.01e+15
W0270,litho,cd_nm,90.1
W0270,etch,etch_depth_um,1.51
W0270,deposit,film_thickness_um,0.935
W0270,implant,dose_cm2,9.94e+14
W0271,litho,cd_nm,91.9
W0271,etch,etch_depth_um,1.47
W0271,deposit,film_thickness_um,0.718
W0271,implant,dose_cm2,9.89e+14
W0272,litho,cd_nm,87.2
W0272,etch,etch_depth_um,1.49
W0272,deposit,film_thickness_um,0.863
W0272,implant,dose_cm2,9.97e+14
W0273,litho,cd_nm,92.1
W0273,etch,etch_depth_um,1.59
W0273,deposit,film_thickness_um,0.854
W0273,implant,dose_cm2,9.87e+14
W0274,litho,cd_nm,93.0
W0274,etch,etch_depth_um,1.39
W0274,deposit,film_thickness_um,0.798
W0274,implant,dose_cm2,9.99e+14
W0275,litho,cd_nm,91.6
W0275,etch,etch_depth_um,1.47
W0275,deposit,film_thickness_um,0.788
W0275,implant,dose_cm2,9.99e+14
W0276,litho,cd_nm,83.4
W0276,etch,etch_depth_um,1.49
W0276,deposit,film_thickness_um,0.71
W0276,implant,dose_cm2,9.82e+14
W0277,litho,cd_nm,92.5
W0277,etch,etch_depth_um,1.39
W0277,deposit,film_thickness_um,0.79
W0277,implant,dose_cm2,9.94e+14
W0278,litho,cd_nm,89.6
W0278,etch,etch_depth_um,1.52
W0278,deposit,film_thickness_um,0.781
W0278,implant,dose_cm2,1.01e+15
W0279,litho,cd_nm,90.5
W0279,etch,etch_depth_um,1.63
W0279,deposit,film_thickness_um,0.753
W0279,implant,dose_cm2,1.01e+15
W0280,litho,cd_nm,91.0
W0280,etch,etch_depth_um,1.42
W0280,deposit,film_thickness_um,0.82
W0280,implant,dose_cm2,1.01e+15
W0281,litho,cd_nm,80.8
W0281,etch,etch_depth_um,1.56
W0281,deposit,film_thickness_um,0.763
W0281,implant,dose_cm2,1.00e+15
W0282,litho,cd_nm,83.1
W0282,etch,etch_depth_um,1.6
W0282,deposit,film_thickness_um,0.824
W0282,implant,dose_cm2,1.00e+15
W0283,litho,cd_nm,89.4
W0283,etch,etch_depth_um,1.6
W0283,deposit,film_thickness_um,0.812
W0283,implant,dose_cm2,9.99e+14
W0284,litho,cd_nm,81.9
W0284,etch,etch_depth_um,1.59
W0284,deposit,film_thickness_um,0.762
W0284,implant,dose_cm2,1.00e+15
W0285,litho,cd_nm,85.1
W0285,etch,etch_depth_um,1.57
W0285,deposit,film_thickness_um,0.746
W0285,implant,dose_cm2,1.01e+15
W0286,litho,cd_nm,89.1
W0286,etch,etch_depth_um,1.63
W0286,deposit,film_thickness_um,0.834
W0286,implant,dose_cm2,1.01e+15
W0287,litho,cd_nm,88.7
W0287,etch,etch_depth_um,1.43
W0287,deposit,film_thickness_um,0.747
W0287,implant,dose_cm2,9.95e+14
W0288,litho,cd_nm,91.7
W0288,etch,etch_depth_um,1.37
W0288,deposit,film_thickness_um,0.801
W0288,implant,dose_cm2,1.01e+15
W0289,litho,cd_nm,92.0
W0289,etch,etch_depth_um,1.52
W0289,deposit,film_thickness_um,0.75
W0289,implant,dose_cm2,9.94e+14
W0290,litho,cd_nm,90.4
W0290,etch,etch_depth_um,1.43
W0290,deposit,film_thickness_um,0.753
W0290,implant,dose_cm2,9.92e+14
W0291,litho,cd_nm,80.6
W0291,etch,etch_depth_um,1.44
W0291,deposit,film_thickness_um,0.759
W0291,implant,dose_cm2,9.96e+14
W0292,litho,cd_nm,89.8
W0292,etch,etch_depth_um,1.58
W0292,deposit,film_thickness_um,0.758
W0292,implant,dose_cm2,1.01e+15
W0293,litho,cd_nm,89.4
W0293,etch,etch_depth_um,1.74
W0293,deposit,film_thickness_um,0.756
W0293,implant,dose_cm2,9.96e+14
W0294,litho,cd_nm,83.0
W0294,etch,etch_depth_um,1.53
W0294,deposit,film_thickness_um,0.8
W0294,implant,dose_cm2,9.95e+14
W0295,litho,cd_nm,82.8
W0295,etch,etch_depth_um,1.46
W0295,deposit,film_thickness_um,0.866
W0295,implant,dose_cm2,9.82e+14
W0296,litho,cd_nm,90.7
W0296,etch,etch_depth_um,1.42
W0296,deposit,film_thickness_um,0.756
W0296,implant,dose_cm2,9.95e+14
W0297,litho,cd_nm,94.1
W0297,etch,etch_depth_um,1.63
W0297,deposit,film_thickness_um,0.642
W0297,implant,dose_cm2,9.96e+14
W0298,litho,cd_nm,82.0
W0298,etch,etch_depth_um,1.49
W0298,deposit,film_thickness_um,0.717
W0298,implant,dose_cm2,9.97e+14
W0299,litho,cd_nm,82.4
W0299,etch,etch_depth_um,1.41
W0299,deposit,film_thickness_um,0.801
W0299,implant,dose_cm2,1.01e+15
W0300,litho,cd_nm,83.7
W0300,etch,etch_depth_um,1.57
W0300,deposit,film_thickness_um,0.773
W0300,implant,dose_cm2,1.01e+15
