wafer_id,station,chamber,recipe,process_time_min,waiting_time_min,start_timestamp
W075,deposition,D2,R301,7.24,24.81,2026-06-01 08:54:50.001786198
W075,implant,I1,R401,8.36,37.35,2026-06-01 09:26:53.011804445
W075,final_test,T1,R501,10.17,18.54,2026-06-01 10:12:35.229192211
W076,litho,C1,R102,6.48,0.0,2026-06-01 08:00:00.000000000
W076,etch,E2,R201,10.95,25.86,2026-06-01 08:06:28.719150741
W076,deposition,D2,R302,7.43,42.36,2026-06-01 08:43:17.143884987
W076,implant,I1,R401,9.12,15.91,2026-06-01 09:33:05.079767892
W076,final_test,T1,R501,14.95,48.32,2026-06-01 09:58:07.272124886
W077,litho,C1,R101,8.59,0.0,2026-06-01 08:00:00.000000000
W077,etch,E2,R201,9.44,51.19,2026-06-01 08:08:35.245751062
W077,deposition,D2,R301,9.79,58.03,2026-06-01 09:09:12.851372986
W077,implant,I1,R401,13.97,54.05,2026-06-01 10:17:02.186251189
W077,final_test,T1,R501,13.48,47.85,2026-06-01 11:25:03.353257862
W078,litho,C2,R102,12.21,0.0,2026-06-01 08:00:00.000000000
W078,etch,E1,R201,11.43,13.27,2026-06-01 08:12:12.565882963
W078,deposition,D1,R302,10.9,52.75,2026-06-01 08:36:54.734658179
W078,implant,I2,R401,10.73,27.11,2026-06-01 09:40:34.130765498
W078,final_test,T1,R501,8.25,52.94,2026-06-01 10:18:24.876735132
W079,litho,C2,R102,12.53,0.0,2026-06-01 08:00:00.000000000
W079,etch,E1,R201,11.46,29.8,2026-06-01 08:12:31.968670708
W079,deposition,D1,R301,12.4,47.47,2026-06-01 08:53:47.056258093
W079,implant,I2,R401,12.18,58.5,2026-06-01 09:53:39.350544764
W079,final_test,T1,R501,12.51,55.52,2026-06-01 11:04:19.722027287
W080,litho,C3,R102,7.62,0.0,2026-06-01 08:00:00.000000000
W080,etch,E1,R201,14.67,32.14,2026-06-01 08:07:37.109169274
W080,deposition,D2,R302,13.49,45.62,2026-06-01 08:54:25.950941334
W080,implant,I1,R401,6.7,44.69,2026-06-01 09:53:32.178027247
W080,final_test,T1,R501,13.98,17.36,2026-06-01 10:44:55.147570034
W081,litho,C2,R101,12.46,0.0,2026-06-01 08:00:00.000000000
W081,etch,E1,R201,12.23,18.97,2026-06-01 08:12:27.511101152
W081,deposition,D2,R302,8.14,44.87,2026-06-01 08:43:39.634153401
W081,implant,I2,R401,14.76,35.63,2026-06-01 09:36:40.710202353
W081,final_test,T1,R501,5.36,44.9,2026-06-01 10:27:03.869258138
W082,litho,C3,R101,10.99,0.0,2026-06-01 08:00:00.000000000
W082,etch,E2,R201,12.3,24.11,2026-06-01 08:10:59.355917174
W082,deposition,D2,R301,6.1,22.12,2026-06-01 08:47:23.975949374
W082,implant,I1,R401,5.13,26.91,2026-06-01 09:15:37.477190911
W082,final_test,T1,R501,11.95,13.96,2026-06-01 09:47:39.808652606
W083,litho,C3,R101,11.57,0.0,2026-06-01 08:00:00.000000000
W083,etch,E1,R201,6.96,43.3,2026-06-01 08:11:34.445332434
W083,deposition,D1,R301,8.18,18.11,2026-06-01 09:01:49.762462627
W083,implant,I1,R401,11.09,20.31,2026-06-01 09:28:07.078209998
W083,final_test,T1,R501,7.74,43.17,2026-06-01 09:59:30.929100335
W084,litho,C2,R101,8.63,0.0,2026-06-01 08:00:00.000000000
W084,etch,E2,R201,10.41,55.84,2026-06-01 08:08:38.068971975
W084,deposition,D2,R302,13.77,48.6,2026-06-01 09:14:52.967550771
W084,implant,I2,R401,5.44,40.08,2026-06-01 10:17:15.009501663
W084,final_test,T1,R501,6.73,39.5,2026-06-01 11:02:45.745046406
W085,litho,C2,R102,11.85,0.0,2026-06-01 08:00:00.000000000
W085,etch,E2,R201,14.33,40.9,2026-06-01 08:11:50.957203410
W085,deposition,D2,R301,13.08,10.85,2026-06-01 09:07:05.053924142
W085,implant,I2,R401,11.7,29.17,2026-06-01 09:31:01.268634490
W085,final_test,T1,R501,11.07,30.14,2026-06-01 10:11:53.640726401
W086,litho,C1,R101,11.0,0.0,2026-06-01 08:00:00.000000000
W086,etch,E2,R201,12.3,15.68,2026-06-01 08:10:59.911913963
W086,deposition,D2,R302,12.29,44.87,2026-06-01 08:38:59.078495155
W086,implant,I2,R401,5.45,55.93,2026-06-01 09:36:08.892200064
W086,final_test,T1,R501,14.4,12.05,2026-06-01 10:37:31.771132412
W087,litho,C3,R101,8.01,0.0,2026-06-01 08:00:00.000000000
W087,etch,E2,R201,9.3,59.17,2026-06-01 08:08:00.728419822
W087,deposition,D2,R302,14.97,11.83,2026-06-01 09:16:28.715952236
W087,implant,I1,R401,13.49,36.23,2026-06-01 09:43:16.596841485
W087,final_test,T1,R501,12.12,43.08,2026-06-01 10:32:59.942310846
W088,litho,C2,R102,7.91,0.0,2026-06-01 08:00:00.000000000
W088,etch,E2,R201,5.58,33.5,2026-06-01 08:07:54.645948866
W088,deposition,D2,R301,8.74,31.48,2026-06-01 08:46:59.770203416
W088,implant,I1,R401,5.61,55.23,2026-06-01 09:27:12.729753571
W088,final_test,T1,R501,8.13,12.27,2026-06-01 10:28:03.247761210
W089,litho,C2,R101,7.08,0.0,2026-06-01 08:00:00.000000000
W089,etch,E2,R201,5.73,39.72,2026-06-01 08:07:05.027397556
W089,deposition,D2,R302,12.16,36.9,2026-06-01 08:52:31.824875264
W089,implant,I2,R401,7.86,21.77,2026-06-01 09:41:35.891816998
W089,final_test,T1,R501,9.28,12.39,2026-06-01 10:11:13.556469865
W090,litho,C1,R101,8.9,0.0,2026-06-01 08:00:00.000000000
W090,etch,E1,R201,6.34,22.52,2026-06-01 08:08:54.174150467
W090,deposition,D1,R302,12.41,24.45,2026-06-01 08:37:45.529830407
W090,implant,I1,R401,12.59,12.29,2026-06-01 09:14:36.673615542
W090,final_test,T1,R501,12.35,57.15,2026-06-01 09:39:29.158378304
W091,litho,C1,R102,5.95,0.0,2026-06-01 08:00:00.000000000
W091,etch,E1,R201,9.14,13.29,2026-06-01 08:05:57.102905472
W091,deposition,D1,R302,10.72,18.67,2026-06-01 08:28:23.086934009
W091,implant,I1,R401,9.05,46.1,2026-06-01 08:57:46.325443102
W091,final_test,T1,R501,12.21,40.53,2026-06-01 09:52:55.486331292
W092,litho,C1,R101,8.45,0.0,2026-06-01 08:00:00.000000000
W092,etch,E2,R201,14.11,53.63,2026-06-01 08:08:26.708286576
W092,deposition,D2,R301,9.81,39.61,2026-06-01 09:16:11.415018548
W092,implant,I1,R401,14.07,57.57,2026-06-01 10:05:36.599525692
W092,final_test,T1,R501,13.8,31.57,2026-06-01 11:17:15.267368777
W093,litho,C2,R102,11.21,0.0,2026-06-01 08:00:00.000000000
W093,etch,E1,R201,11.92,56.28,2026-06-01 08:11:12.539249195
W093,deposition,D2,R301,14.69,11.46,2026-06-01 09:19:24.472860805
W093,implant,I2,R401,8.44,40.54,2026-06-01 09:45:33.580883054
W093,final_test,T1,R501,14.77,21.87,2026-06-01 10:34:32.805608226
W094,litho,C2,R101,5.2,0.0,2026-06-01 08:00:00.000000000
W094,etch,E1,R201,8.06,28.3,2026-06-01 08:05:12.039767173
W094,deposition,D2,R302,8.25,41.29,2026-06-01 08:41:33.949367977
W094,implant,I1,R401,11.85,34.72,2026-06-01 09:31:06.435629119
W094,final_test,T1,R501,7.07,32.07,2026-06-01 10:17:40.734929670
W095,litho,C3,R102,5.45,0.0,2026-06-01 08:00:00.000000000
W095,etch,E1,R201,6.43,21.6,2026-06-01 08:05:27.185761844
W095,deposition,D2,R302,6.81,11.66,2026-06-01 08:33:29.293832539
W095,implant,I2,R401,7.08,46.54,2026-06-01 08:51:57.243515268
W095,final_test,T1,R501,5.44,48.82,2026-06-01 09:45:33.958079776
W096,litho,C1,R102,6.76,0.0,2026-06-01 08:00:00.000000000
W096,etch,E2,R201,6.85,36.56,2026-06-01 08:06:45.731946605
W096,deposition,D1,R301,10.11,26.12,2026-06-01 08:50:10.681209020
W096,implant,I1,R401,14.97,37.38,2026-06-01 09:26:24.365095870
W096,final_test,T1,R501,14.99,22.01,2026-06-01 10:18:45.162631588
W097,litho,C1,R102,9.5,0.0,2026-06-01 08:00:00.000000000
W097,etch,E1,R201,9.23,49.6,2026-06-01 08:09:30.035731720
W097,deposition,D1,R301,12.33,53.01,2026-06-01 09:08:20.022183248
W097,implant,I2,R401,7.11,20.27,2026-06-01 10:13:40.167368329
W097,final_test,T1,R501,7.75,28.13,2026-06-01 10:41:03.401793044
W098,litho,C3,R101,13.39,0.0,2026-06-01 08:00:00.000000000
W098,etch,E2,R201,7.33,58.34,2026-06-01 08:13:23.191809023
W098,deposition,D2,R301,5.79,38.27,2026-06-01 09:19:03.312309374
W098,implant,I1,R401,5.68,45.29,2026-06-01 10:03:06.834389689
W098,final_test,T1,R501,11.31,43.01,2026-06-01 10:54:05.099956390
W099,litho,C1,R101,10.36,0.0,2026-06-01 08:00:00.000000000
W099,etch,E2,R201,7.53,40.03,2026-06-01 08:10:21.860542503
W099,deposition,D2,R301,11.58,33.23,2026-06-01 08:57:55.868210872
W099,implant,I2,R401,10.31,22.47,2026-06-01 09:42:44.496209766
W099,final_test,T1,R501,6.62,47.86,2026-06-01 10:15:31.446144015
W100,litho,C1,R101,5.91,0.0,2026-06-01 08:00:00.000000000
W100,etch,E2,R201,11.37,27.87,2026-06-01 08:05:54.429434187
W100,deposition,D1,R302,7.57,24.27,2026-06-01 08:45:09.168064155
W100,implant,I2,R401,11.93,41.67,2026-06-01 09:16:59.589722825
W100,final_test,T1,R501,11.69,43.22,2026-06-01 10:10:35.448153641
W101,litho,C2,R102,11.81,0.0,2026-06-01 08:00:00.000000000
W101,etch,E1,R201,11.66,45.9,2026-06-01 08:11:48.351465400
W101,deposition,D2,R302,8.78,24.85,2026-06-01 09:09:21.773277231
W101,implant,I1,R401,7.03,43.39,2026-06-01 09:42:59.537762105
W101,final_test,T1,R501,7.93,22.11,2026-06-01 10:33:24.794398738
W102,litho,C2,R102,14.89,0.0,2026-06-01 08:00:00.000000000
W102,etch,E1,R201,12.17,19.47,2026-06-01 08:14:53.581918210
W102,deposition,D2,R301,12.55,27.53,2026-06-01 08:46:31.568485165
W102,implant,I2,R401,11.82,24.44,2026-06-01 09:26:36.399794466
W102,final_test,T1,R501,9.57,55.36,2026-06-01 10:02:52.289565715
W103,litho,C1,R102,11.99,0.0,2026-06-01 08:00:00.000000000
W103,etch,E1,R201,10.07,53.7,2026-06-01 08:11:59.328021138
W103,deposition,D2,R301,7.39,57.39,2026-06-01 09:15:45.568758056
W103,implant,I1,R401,10.77,10.58,2026-06-01 10:20:32.584456298
W103,final_test,T1,R501,12.17,24.74,2026-06-01 10:41:53.360058690
W104,litho,C2,R101,8.94,0.0,2026-06-01 08:00:00.000000000
W104,etch,E1,R201,7.6,52.33,2026-06-01 08:08:56.649543722
W104,deposition,D2,R301,8.28,34.74,2026-06-01 09:08:52.810969063
W104,implant,I1,R401,9.27,33.98,2026-06-01 09:51:54.092905763
W104,final_test,T1,R501,11.82,14.4,2026-06-01 10:35:09.329748270
W105,litho,C1,R101,9.43,0.0,2026-06-01 08:00:00.000000000
W105,etch,E2,R201,11.07,20.52,2026-06-01 08:09:26.063928552
W105,deposition,D2,R302,6.38,48.32,2026-06-01 08:41:01.424146025
W105,implant,I1,R401,6.17,30.06,2026-06-01 09:35:43.641804083
W105,final_test,T1,R501,13.97,21.03,2026-06-01 10:11:57.305623526
W106,litho,C2,R102,5.75,0.0,2026-06-01 08:00:00.000000000
W106,etch,E2,R201,12.18,17.22,2026-06-01 08:05:44.869680568
W106,deposition,D2,R302,7.47,41.3,2026-06-01 08:35:08.560723658
W106,implant,I1,R401,13.77,17.12,2026-06-01 09:23:54.475942802
W106,final_test,T1,R501,13.27,27.26,2026-06-01 09:54:47.891977802
W107,litho,C2,R102,7.84,0.0,2026-06-01 08:00:00.000000000
W107,etch,E2,R201,7.16,24.01,2026-06-01 08:07:50.613419067
W107,deposition,D2,R301,5.17,31.46,2026-06-01 08:39:01.145432053
W107,implant,I1,R401,11.22,31.83,2026-06-01 09:15:39.292041572
W107,final_test,T1,R501,8.57,32.6,2026-06-01 09:58:42.212435442
W108,litho,C2,R101,5.53,0.0,2026-06-01 08:00:00.000000000
W108,etch,E2,R201,6.88,14.74,2026-06-01 08:05:32.021460101
W108,deposition,D1,R302,12.62,20.48,2026-06-01 08:27:09.207100670
W108,implant,I2,R401,13.57,47.94,2026-06-01 09:00:15.073211374
W108,final_test,T1,R501,14.79,53.88,2026-06-01 10:01:45.654651942
W109,litho,C3,R101,7.71,0.0,2026-06-01 08:00:00.000000000
W109,etch,E2,R201,8.88,53.47,2026-06-01 08:07:42.360648416
W109,deposition,D2,R302,12.06,50.57,2026-06-01 09:10:03.229665030
W109,implant,I2,R401,11.78,30.01,2026-06-01 10:12:40.940606988
W109,final_test,T1,R501,8.32,20.64,2026-06-01 10:54:28.565977112
W110,litho,C1,R101,10.4,0.0,2026-06-01 08:00:00.000000000
W110,etch,E1,R201,14.07,32.67,2026-06-01 08:10:23.830309229
W110,deposition,D2,R301,7.01,43.94,2026-06-01 08:57:08.084536091
W110,implant,I1,R401,6.81,41.98,2026-06-01 09:48:04.932977274
W110,final_test,T1,R501,9.3,24.81,2026-06-01 10:36:52.086378364
W111,litho,C3,R102,11.8,0.0,2026-06-01 08:00:00.000000000
W111,etch,E1,R201,13.33,53.5,2026-06-01 08:11:47.935066758
W111,deposition,D2,R301,13.1,58.92,2026-06-01 09:18:37.451777375
W111,implant,I2,R401,5.46,51.26,2026-06-01 10:30:38.687542214
W111,final_test,T1,R501,8.13,59.64,2026-06-01 11:27:22.015076900
W112,litho,C1,R101,13.08,0.0,2026-06-01 08:00:00.000000000
W112,etch,E2,R201,9.98,49.66,2026-06-01 08:13:04.984806297
W112,deposition,D2,R301,11.67,32.38,2026-06-01 09:12:43.207514767
W112,implant,I1,R401,10.68,44.17,2026-06-01 09:56:46.131539595
W112,final_test,T1,R501,13.51,34.71,2026-06-01 10:51:36.657946405
W113,litho,C3,R102,6.29,0.0,2026-06-01 08:00:00.000000000
W113,etch,E1,R201,5.06,22.75,2026-06-01 08:06:17.391197697
W113,deposition,D1,R302,14.78,46.92,2026-06-01 08:34:05.566458268
W113,implant,I1,R401,8.33,55.39,2026-06-01 09:35:47.986557659
W113,final_test,T1,R501,5.52,52.32,2026-06-01 10:39:31.263913649
W114,litho,C1,R102,11.87,0.0,2026-06-01 08:00:00.000000000
W114,etch,E1,R201,8.27,46.71,2026-06-01 08:11:51.988400506
W114,deposition,D2,R301,5.25,29.32,2026-06-01 09:06:50.318830980
W114,implant,I1,R401,10.48,31.83,2026-06-01 09:41:24.472520031
W114,final_test,T1,R501,5.73,11.36,2026-06-01 10:23:43.199047674
W115,litho,C2,R101,6.46,0.0,2026-06-01 08:00:00.000000000
W115,etch,E1,R201,7.7,29.0,2026-06-01 08:06:27.869745869
W115,deposition,D1,R301,8.94,49.34,2026-06-01 08:43:09.690181949
W115,implant,I2,R401,14.6,58.84,2026-06-01 09:41:26.934811780
W115,final_test,T1,R501,6.78,20.56,2026-06-01 10:54:53.710749157
W116,litho,C1,R102,6.07,0.0,2026-06-01 08:00:00.000000000
W116,etch,E2,R201,13.59,43.86,2026-06-01 08:06:04.060240001
W116,deposition,D1,R301,7.69,44.57,2026-06-01 09:03:31.236782112
W116,implant,I1,R401,6.85,20.53,2026-06-01 09:55:46.907920782
W116,final_test,T1,R501,7.81,58.58,2026-06-01 10:23:09.948664054
W117,litho,C3,R102,14.08,0.0,2026-06-01 08:00:00.000000000
W117,etch,E2,R201,11.81,30.14,2026-06-01 08:14:04.748775447
W117,deposition,D2,R301,6.19,38.12,2026-06-01 08:56:01.729705283
W117,implant,I1,R401,8.63,34.22,2026-06-01 09:40:20.341795318
W117,final_test,T1,R501,7.35,33.98,2026-06-01 10:23:11.141542365
W118,litho,C3,R101,5.24,0.0,2026-06-01 08:00:00.000000000
W118,etch,E1,R201,12.13,50.3,2026-06-01 08:05:14.150485500
W118,deposition,D2,R301,6.01,32.05,2026-06-01 09:07:40.068026150
W118,implant,I2,R401,7.88,11.56,2026-06-01 09:45:43.710825592
W118,final_test,T1,R501,9.07,39.97,2026-06-01 10:05:09.940690121
W119,litho,C2,R102,10.53,0.0,2026-06-01 08:00:00.000000000
W119,etch,E1,R201,10.35,10.28,2026-06-01 08:10:31.626397945
W119,deposition,D2,R301,5.36,45.96,2026-06-01 08:31:08.899150108
W119,implant,I2,R401,13.19,23.23,2026-06-01 09:22:28.441910747
W119,final_test,T1,R501,11.85,12.85,2026-06-01 09:58:53.695503138
W120,litho,C1,R102,8.51,0.0,2026-06-01 08:00:00.000000000
W120,etch,E1,R201,11.86,36.95,2026-06-01 08:08:30.850006512
W120,deposition,D2,R301,5.12,17.3,2026-06-01 08:57:19.891037016
W120,implant,I1,R401,5.36,36.58,2026-06-01 09:19:45.026407216
W120,final_test,T1,R501,13.83,15.27,2026-06-01 10:01:40.870457044
W121,litho,C1,R102,5.04,0.0,2026-06-01 08:00:00.000000000
W121,etch,E2,R201,13.69,18.91,2026-06-01 08:05:02.613753012
W121,deposition,D2,R302,6.76,35.9,2026-06-01 08:37:38.567478186
W121,implant,I2,R401,13.35,22.2,2026-06-01 09:20:18.139849524
W121,final_test,T1,R501,8.97,25.59,2026-06-01 09:55:51.157275984
W122,litho,C3,R102,11.49,0.0,2026-06-01 08:00:00.000000000
W122,etch,E1,R201,7.16,11.63,2026-06-01 08:11:29.163255220
W122,deposition,D1,R301,10.24,54.33,2026-06-01 08:30:16.252734011
W122,implant,I1,R401,6.27,11.14,2026-06-01 09:34:50.352047774
W122,final_test,T1,R501,14.66,30.92,2026-06-01 09:52:14.889853806
W123,litho,C3,R102,14.18,0.0,2026-06-01 08:00:00.000000000
W123,etch,E1,R201,5.08,48.97,2026-06-01 08:14:10.679544304
W123,deposition,D1,R302,11.87,40.53,2026-06-01 09:08:13.575453068
W123,implant,I2,R401,6.23,25.3,2026-06-01 10:00:37.847763098
W123,final_test,T1,R501,6.16,15.88,2026-06-01 10:32:09.961103437
W124,litho,C1,R102,9.04,0.0,2026-06-01 08:00:00.000000000
W124,etch,E2,R201,10.46,47.16,2026-06-01 08:09:02.622947329
W124,deposition,D2,R302,11.56,40.69,2026-06-01 09:06:40.180339366
W124,implant,I2,R401,8.36,32.96,2026-06-01 09:58:55.449435616
W124,final_test,T1,R501,7.42,28.7,2026-06-01 10:40:14.906707256
W125,litho,C2,R102,8.81,0.0,2026-06-01 08:00:00.000000000
W125,etch,E1,R201,12.34,18.49,2026-06-01 08:08:48.865947318
W125,deposition,D2,R302,13.7,12.75,2026-06-01 08:39:38.583251863
W125,implant,I2,R401,10.25,38.31,2026-06-01 09:06:05.744574862
W125,final_test,T1,R501,10.99,19.65,2026-06-01 09:54:39.164181897
W126,litho,C2,R102,8.89,0.0,2026-06-01 08:00:00.000000000
W126,etch,E2,R201,13.93,15.71,2026-06-01 08:08:53.551758446
W126,deposition,D1,R301,8.8,31.34,2026-06-01 08:38:31.792446919
W126,implant,I2,R401,14.46,37.73,2026-06-01 09:18:40.361861814
W126,final_test,T1,R501,8.87,43.93,2026-06-01 10:10:52.098111324
W127,litho,C2,R101,11.6,0.0,2026-06-01 08:00:00.000000000
W127,etch,E2,R201,14.13,31.99,2026-06-01 08:11:36.093301330
W127,deposition,D1,R302,5.43,44.71,2026-06-01 08:57:43.144756036
W127,implant,I1,R401,9.97,47.2,2026-06-01 09:47:51.904614900
W127,final_test,T1,R501,11.73,11.57,2026-06-01 10:45:02.127517562
W128,litho,C3,R101,9.96,0.0,2026-06-01 08:00:00.000000000
W128,etch,E1,R201,6.79,15.09,2026-06-01 08:09:57.681154196
W128,deposition,D1,R301,12.21,49.83,2026-06-01 08:31:50.221278514
W128,implant,I1,R401,6.41,42.77,2026-06-01 09:33:52.709699357
W128,final_test,T1,R501,7.66,20.12,2026-06-01 10:23:03.061864962
W129,litho,C2,R102,10.23,0.0,2026-06-01 08:00:00.000000000
W129,etch,E1,R201,9.66,39.89,2026-06-01 08:10:13.626699044
W129,deposition,D1,R301,6.97,38.09,2026-06-01 08:59:46.656985609
W129,implant,I1,R401,9.51,36.54,2026-06-01 09:44:50.684631629
W129,final_test,T1,R501,10.97,43.46,2026-06-01 10:30:54.072502949
W130,litho,C2,R102,7.12,0.0,2026-06-01 08:00:00.000000000
W130,etch,E2,R201,8.25,22.32,2026-06-01 08:07:07.410018777
W130,deposition,D2,R302,10.42,46.2,2026-06-01 08:37:41.905106086
W130,implant,I1,R401,14.09,16.52,2026-06-01 09:34:19.450533132
W130,final_test,T1,R501,13.67,51.99,2026-06-01 10:04:56.050862467
W131,litho,C3,R101,12.69,0.0,2026-06-01 08:00:00.000000000
W131,etch,E1,R201,8.79,59.92,2026-06-01 08:12:41.115834588
W131,deposition,D2,R302,7.91,44.1,2026-06-01 09:21:23.702745331
W131,implant,I1,R401,11.66,47.09,2026-06-01 10:13:24.575962671
W131,final_test,T1,R501,12.05,34.62,2026-06-01 11:12:09.637477945
W132,litho,C3,R102,5.58,0.0,2026-06-01 08:00:00.000000000
W132,etch,E2,R201,7.24,47.61,2026-06-01 08:05:34.703170242
W132,deposition,D2,R302,11.33,46.87,2026-06-01 09:00:25.589799894
W132,implant,I2,R401,14.55,15.04,2026-06-01 09:58:37.634641483
W132,final_test,T1,R501,13.92,46.93,2026-06-01 10:28:13.283088415
W133,litho,C3,R102,12.63,0.0,2026-06-01 08:00:00.000000000
W133,etch,E1,R201,11.39,21.52,2026-06-01 08:12:37.862903068
W133,deposition,D1,R301,9.8,48.34,2026-06-01 08:45:32.453143719
W133,implant,I1,R401,8.98,33.01,2026-06-01 09:43:40.803057604
W133,final_test,T1,R501,9.8,13.88,2026-06-01 10:25:40.144013625
W134,litho,C1,R101,6.07,0.0,2026-06-01 08:00:00.000000000
W134,etch,E2,R201,5.79,28.47,2026-06-01 08:06:04.291328913
W134,deposition,D1,R302,9.54,33.08,2026-06-01 08:40:19.854909434
W134,implant,I2,R401,5.44,55.1,2026-06-01 09:22:57.414709938
W134,final_test,T1,R501,13.77,58.2,2026-06-01 10:23:29.894512387
W135,litho,C2,R102,5.14,0.0,2026-06-01 08:00:00.000000000
W135,etch,E1,R201,14.74,47.95,2026-06-01 08:05:08.531064981
W135,deposition,D1,R302,11.08,29.95,2026-06-01 09:07:49.749600015
W135,implant,I1,R401,14.5,14.98,2026-06-01 09:48:51.870599624
W135,final_test,T1,R501,5.68,28.38,2026-06-01 10:18:20.710438059
W136,litho,C1,R102,8.37,0.0,2026-06-01 08:00:00.000000000
W136,etch,E1,R201,8.98,30.64,2026-06-01 08:08:22.334299166
W136,deposition,D1,R301,8.99,30.16,2026-06-01 08:47:59.277563672
W136,implant,I2,R401,6.37,38.09,2026-06-01 09:27:08.383694065
W136,final_test,T1,R501,10.93,19.71,2026-06-01 10:11:35.812787700
W137,litho,C3,R102,14.84,0.0,2026-06-01 08:00:00.000000000
W137,etch,E2,R201,14.61,31.16,2026-06-01 08:14:50.169844049
W137,deposition,D2,R302,9.98,41.57,2026-06-01 09:00:36.231726210
W137,implant,I1,R401,8.6,58.85,2026-06-01 09:52:09.308510910
W137,final_test,T1,R501,6.49,19.9,2026-06-01 10:59:36.271859896
W138,litho,C1,R102,8.28,0.0,2026-06-01 08:00:00.000000000
W138,etch,E1,R201,11.68,23.43,2026-06-01 08:08:16.992614465
W138,deposition,D2,R302,8.43,16.05,2026-06-01 08:43:24.053544717
W138,implant,I2,R401,8.49,14.61,2026-06-01 09:07:52.436758147
W138,final_test,T1,R501,10.03,33.74,2026-06-01 09:30:58.505472027
W139,litho,C1,R102,11.55,0.0,2026-06-01 08:00:00.000000000
W139,etch,E2,R201,9.82,47.9,2026-06-01 08:11:32.821211676
W139,deposition,D2,R302,14.68,15.55,2026-06-01 09:09:16.197233700
W139,implant,I2,R401,7.0,17.13,2026-06-01 09:39:29.922416649
W139,final_test,T1,R501,9.47,22.34,2026-06-01 10:03:37.885140182
W140,litho,C3,R101,8.93,0.0,2026-06-01 08:00:00.000000000
W140,etch,E1,R201,11.55,22.77,2026-06-01 08:08:55.882876809
W140,deposition,D1,R302,9.79,30.8,2026-06-01 08:43:14.969312236
W140,implant,I1,R401,14.14,56.82,2026-06-01 09:23:50.361540753
W140,final_test,T1,R501,9.76,39.85,2026-06-01 10:34:48.124366704
W141,litho,C1,R101,5.38,0.0,2026-06-01 08:00:00.000000000
W141,etch,E2,R201,6.73,46.88,2026-06-01 08:05:22.998817763
W141,deposition,D1,R302,10.11,51.66,2026-06-01 08:58:59.409407799
W141,implant,I2,R401,11.85,42.7,2026-06-01 10:00:45.859793952
W141,final_test,T1,R501,8.62,25.09,2026-06-01 10:55:18.842995148
W142,litho,C3,R101,6.48,0.0,2026-06-01 08:00:00.000000000
W142,etch,E1,R201,13.32,52.32,2026-06-01 08:06:28.559913323
W142,deposition,D2,R301,10.43,48.15,2026-06-01 09:12:06.956645427
W142,implant,I1,R401,14.59,41.26,2026-06-01 10:10:42.220597312
W142,final_test,T1,R501,12.36,39.52,2026-06-01 11:06:33.248020547
W143,litho,C1,R102,10.92,0.0,2026-06-01 08:00:00.000000000
W143,etch,E1,R201,11.81,16.09,2026-06-01 08:10:54.970414985
W143,deposition,D2,R301,14.65,41.43,2026-06-01 08:38:48.804110363
W143,implant,I2,R401,5.63,55.61,2026-06-01 09:34:53.684384846
W143,final_test,T1,R501,10.85,40.78,2026-06-01 10:36:08.310114018
W144,litho,C1,R102,12.62,0.0,2026-06-01 08:00:00.000000000
W144,etch,E2,R201,9.69,28.2,2026-06-01 08:12:37.360661040
W144,deposition,D1,R302,5.34,19.9,2026-06-01 08:50:30.893449842
W144,implant,I2,R401,6.19,32.54,2026-06-01 09:15:45.571311013
W144,final_test,T1,R501,6.48,31.04,2026-06-01 09:54:29.447972002
W145,litho,C3,R101,5.48,0.0,2026-06-01 08:00:00.000000000
W145,etch,E2,R201,12.18,30.4,2026-06-01 08:05:28.534909448
W145,deposition,D1,R301,10.95,58.62,2026-06-01 08:48:02.808550674
W145,implant,I1,R401,5.36,45.77,2026-06-01 09:57:37.218259788
W145,final_test,T1,R501,10.54,28.43,2026-06-01 10:48:44.889772733
W146,litho,C1,R102,8.33,0.0,2026-06-01 08:00:00.000000000
W146,etch,E1,R201,7.45,27.88,2026-06-01 08:08:19.605849079
W146,deposition,D1,R301,6.88,60.0,2026-06-01 08:43:38.984951871
W146,implant,I2,R401,10.93,36.01,2026-06-01 09:50:31.592440095
W146,final_test,T1,R501,14.68,13.14,2026-06-01 10:37:28.139554023
W147,litho,C1,R102,7.13,0.0,2026-06-01 08:00:00.000000000
W147,etch,E1,R201,12.12,51.42,2026-06-01 08:07:07.552094252
W147,deposition,D1,R302,14.52,15.09,2026-06-01 09:10:39.764718664
W147,implant,I2,R401,6.29,53.15,2026-06-01 09:40:16.197536979
W147,final_test,T1,R501,5.63,22.49,2026-06-01 10:39:42.500231678
W148,litho,C1,R102,13.69,0.0,2026-06-01 08:00:00.000000000
W148,etch,E2,R201,7.31,43.21,2026-06-01 08:13:41.586421519
W148,deposition,D1,R301,10.66,15.53,2026-06-01 09:04:12.573800916
W148,implant,I1,R401,6.82,11.75,2026-06-01 09:30:24.001011010
W148,final_test,T1,R501,8.99,15.15,2026-06-01 09:48:58.302271539
W149,litho,C3,R101,8.2,0.0,2026-06-01 08:00:00.000000000
W149,etch,E2,R201,13.14,40.65,2026-06-01 08:08:12.075382192
W149,deposition,D2,R302,13.74,33.16,2026-06-01 09:01:59.226960100
W149,implant,I1,R401,12.89,29.36,2026-06-01 09:48:53.062051599
W149,final_test,T1,R501,7.96,30.41,2026-06-01 10:31:07.787023303
