order_id,region,product_type,price,promotion,noise_index,sales_amount
685,A,Y,100.04,1,45.28,100.68
686,C,Y,97.67,1,57.0,119.84
687,B,X,35.76,0,47.67,46.87
688,A,Y,98.67,0,47.81,118.85
689,C,X,32.86,1,46.19,60.08
690,B,X,32.56,1,37.85,63.51
691,C,X,39.42,1,34.77,41.12
692,B,X,23.45,0,31.42,51.8
693,B,X,33.55,1,45.54,55.11
694,A,Y,95.1,0,43.92,114.2
695,B,X,25.06,1,55.72,79.63
696,B,X,35.73,0,58.88,55.97
697,A,Y,82.54,1,47.6,137.87
698,C,X,37.11,1,45.18,43.77
699,B,Y,115.0,0,43.94,111.12
700,B,X,28.46,0,50.17,67.46
701,A,Y,90.27,0,61.51,110.96
702,B,X,38.33,1,48.77,51.63
703,C,X,34.07,1,50.6,45.15
704,B,X,34.11,0,33.52,42.49
705,B,X,23.87,1,59.16,81.99
706,C,X,37.02,0,46.6,48.84
707,A,Y,103.25,0,37.28,105.66
708,C,X,42.04,0,54.68,46.12
709,A,Y,105.72,0,49.4,107.14
710,C,X,34.78,0,41.28,47.73
711,C,X,32.69,0,38.84,56.98
712,C,Y,110.7,0,45.07,113.89
713,C,X,38.7,0,41.52,48.23
714,A,Y,104.55,1,40.1,92.25
715,B,X,35.8,0,41.56,51.08
716,A,X,26.43,1,38.92,58.45
717,A,Y,91.15,1,32.9,124.06
718,C,X,35.81,1,43.68,45.48
719,B,X,23.2,1,39.39,79.39
720,B,X,31.85,0,48.61,49.27
721,C,X,33.81,0,55.86,43.91
722,C,X,40.32,0,47.45,45.88
723,A,Y,96.99,0,50.82,111.11
724,A,Y,94.7,0,35.59,109.41
725,B,X,27.15,0,47.65,58.34
726,C,X,25.6,0,70.4,31.51
727,C,X,32.77,0,54.33,48.35
728,A,X,34.24,1,71.31,31.12
729,A,Y,97.1,1,44.59,121.92
730,B,X,31.64,0,43.53,57.39
731,B,X,30.96,0,42.9,52.79
732,B,X,34.87,0,45.6,55.16
733,C,X,23.02,1,59.76,70.38
734,C,X,28.13,1,47.89,65.79
735,A,X,30.34,0,39.39,30.3
736,B,X,40.91,0,44.58,55.77
737,C,X,34.62,1,48.14,54.15
738,C,X,28.76,0,60.36,40.8
739,C,X,27.91,0,45.76,54.22
740,A,X,38.43,1,55.11,35.73
741,C,X,32.28,0,32.87,49.5
742,C,X,38.21,0,39.33,31.81
743,A,Y,105.74,1,41.48,106.32
744,B,X,28.02,0,35.54,55.99
745,C,X,35.75,1,53.92,49.96
746,C,Y,92.69,0,46.9,113.85
747,A,X,32.82,0,70.08,42.1
748,B,X,33.66,0,58.82,50.69
749,A,Y,90.82,1,66.73,125.18
750,C,X,38.01,0,50.23,43.45
751,B,X,25.75,1,60.8,76.41
752,A,Y,82.99,1,49.64,151.39
753,A,X,30.64,1,55.26,49.71
754,A,Y,95.87,0,60.15,103.68
755,B,X,34.59,1,40.98,56.38
756,C,X,29.97,0,55.01,45.63
757,A,Y,92.39,1,50.66,122.63
758,C,X,29.83,0,65.34,45.56
759,A,X,32.15,1,39.07,40.79
760,C,X,28.17,0,47.22,47.19
761,B,X,26.13,0,67.64,56.4
762,B,Y,109.39,0,65.67,118.16
763,A,Y,98.09,0,51.44,110.03
764,C,Y,103.09,0,50.59,115.88
765,A,Y,90.33,0,61.03,105.12
766,A,Y,94.09,0,59.42,118.77
767,B,X,31.2,1,42.87,69.21
768,A,Y,101.08,1,54.9,112.19
769,C,X,40.88,0,66.99,55.71
770,B,Y,100.36,0,42.2,128.3
771,A,Y,94.31,1,67.61,119.62
772,C,Y,95.57,0,56.29,123.1
773,B,X,39.09,0,42.09,56.69
774,A,Y,82.75,1,40.15,146.67
775,A,Y,94.93,0,35.38,112.33
776,B,X,31.71,0,64.11,56.49
777,B,X,25.43,0,36.31,47.33
778,B,Y,87.78,0,77.76,133.33
779,B,X,35.09,0,49.65,53.33
780,C,X,26.45,1,50.95,67.61
781,B,X,29.2,0,50.3,54.33
782,B,X,26.82,1,55.73,89.33
783,A,Y,95.8,1,39.07,122.88
784,A,Y,108.32,0,61.94,102.02
785,A,Y,93.67,0,54.86,106.21
786,A,Y,85.42,1,47.28,142.78
787,A,Y,80.3,0,43.79,115.06
788,C,X,34.78,1,50.11,45.09
789,B,X,37.32,0,60.92,56.81
790,C,Y,101.94,0,46.1,102.72
791,C,X,27.28,0,60.58,39.39
792,C,X,40.1,0,46.43,43.64
793,A,Y,86.82,1,29.97,132.76
794,B,Y,94.72,0,44.94,121.59
795,B,X,23.7,0,52.51,62.03
796,C,X,31.97,0,58.64,39.61
797,C,X,39.92,0,34.84,41.88
798,A,Y,105.63,1,46.53,114.61
799,A,Y,100.1,0,50.64,106.31
800,B,X,32.23,0,47.02,55.7
801,A,Y,99.29,0,44.91,104.52
802,A,Y,80.69,0,37.34,124.36
803,B,X,31.95,0,62.38,38.77
804,A,X,27.32,1,45.48,58.86
805,A,Y,94.37,0,58.91,113.62
806,A,Y,76.48,1,39.51,162.92
807,B,X,34.66,0,37.37,57.27
808,B,X,35.76,0,41.34,51.0
809,B,X,29.63,0,61.11,62.74
810,A,Y,83.95,1,63.12,144.3
811,C,X,31.45,1,54.56,66.55
812,B,X,35.22,0,48.3,44.29
813,B,X,28.61,0,54.62,45.59
814,A,Y,91.88,0,37.88,105.93
815,A,Y,90.13,0,34.13,104.83
816,C,X,28.69,1,52.86,57.73
817,A,Y,92.32,0,68.43,109.6
818,B,Y,95.31,1,49.66,131.94
819,B,X,31.18,0,39.68,44.19
820,A,Y,80.97,1,49.89,153.55
821,A,X,25.88,0,38.17,34.78
822,B,X,35.42,1,57.88,59.37
823,A,Y,95.24,0,68.24,113.92
824,C,X,33.45,0,64.49,38.25
825,C,X,21.84,0,57.45,31.78
826,C,X,33.98,0,40.88,43.78
827,C,X,29.43,0,54.76,47.98
828,B,X,28.29,0,38.11,46.07
829,B,Y,97.86,0,50.35,124.88
830,C,X,37.38,0,42.29,43.56
831,C,X,30.44,0,46.35,40.18
832,C,X,24.7,0,54.24,47.23
833,A,Y,113.57,0,44.99,101.66
834,B,X,27.44,1,55.16,74.89
835,C,X,27.8,1,56.04,62.85
836,C,Y,92.39,0,37.42,120.55
837,C,X,33.4,1,61.73,60.63
838,C,X,33.67,0,48.56,50.7
839,A,X,32.28,0,32.53,36.26
840,B,X,28.48,1,46.1,75.79
841,A,Y,96.26,0,55.24,118.47
842,C,X,30.04,0,32.9,45.62
843,A,X,30.43,1,47.39,49.1
844,C,X,27.18,0,40.75,41.59
845,B,X,34.63,1,51.47,59.65
846,C,X,33.48,1,62.79,42.73
847,A,Y,88.72,0,50.5,110.41
848,A,Y,113.44,1,43.94,94.15
849,B,X,32.55,0,54.4,55.06
850,C,Y,88.47,0,54.07,120.63
851,B,X,34.03,0,51.58,54.82
852,A,Y,93.0,0,69.23,100.64
853,C,X,30.22,0,43.34,50.47
854,B,X,32.45,0,60.12,60.98
855,A,X,31.59,0,63.98,39.85
856,C,X,34.3,0,57.05,33.65
857,C,X,34.24,1,51.72,50.12
858,B,X,28.07,0,39.26,54.0
859,A,X,30.36,0,36.79,31.68
860,C,X,23.05,0,55.46,51.91
861,A,X,35.86,0,63.9,34.03
862,B,X,27.23,0,43.16,60.04
863,B,X,38.42,0,39.69,63.57
864,B,X,42.73,1,50.26,37.87
865,C,X,34.73,0,56.8,53.34
866,A,Y,90.14,0,46.58,109.72
867,A,Y,103.14,0,42.03,109.41
868,A,Y,89.77,0,55.04,115.0
869,C,X,38.64,0,36.71,43.39
870,A,Y,87.46,0,50.6,111.19
871,A,Y,96.98,1,45.33,119.99
872,C,X,37.41,0,35.32,37.07
873,B,X,34.58,1,35.35,63.77
874,C,Y,101.67,0,61.05,118.67
875,B,X,28.53,0,39.18,60.24
876,A,Y,92.06,1,35.12,118.02
877,C,X,36.37,0,51.19,36.65
878,A,Y,84.59,1,51.07,129.69
879,B,X,28.22,0,61.68,54.61
880,C,Y,92.57,0,41.0,119.26
881,C,X,26.23,1,70.36,73.61
882,C,X,37.25,0,48.99,45.49
883,A,Y,94.85,0,50.53,118.25
884,A,Y,97.69,0,36.74,105.44
885,B,X,33.43,0,55.51,59.86
886,C,X,30.37,0,57.33,50.95
887,A,X,31.06,0,52.47,34.06
888,B,X,34.09,0,54.21,47.82
889,C,X,31.83,0,44.32,26.54
890,A,Y,87.07,0,55.74,113.75
891,C,X,33.79,0,55.89,44.76
892,B,X,34.92,0,55.15,53.14
893,B,Y,96.28,0,34.19,125.49
894,C,X,33.37,0,45.43,32.71
895,B,X,37.87,0,39.93,52.48
896,B,X,32.81,0,58.25,58.3
897,B,X,28.36,0,45.67,56.92
898,C,X,31.45,0,68.1,45.75
899,B,X,23.13,0,49.31,48.26
900,A,Y,101.77,0,46.85,109.8
901,B,X,40.06,1,48.03,43.31
902,C,X,32.47,0,61.79,52.36
903,C,X,26.31,0,47.64,52.5
904,B,X,28.64,0,49.68,54.11
905,A,Y,104.15,0,65.46,91.6
906,A,Y,91.82,1,48.64,118.27
907,B,X,31.0,0,46.35,55.37
908,B,Y,93.46,0,46.43,129.31
909,B,X,33.1,1,53.95,59.94
910,C,Y,75.33,0,52.01,125.78
911,C,X,37.31,0,55.93,45.24
912,C,X,30.87,0,41.31,40.37
913,C,Y,95.73,1,59.02,123.05
914,B,X,26.44,0,61.36,46.04
915,B,X,41.3,0,46.35,57.85
916,C,Y,96.25,0,56.3,123.51
917,C,X,38.65,0,39.42,43.18
918,C,X,36.06,0,56.13,41.75
919,A,Y,106.09,0,42.48,108.99
920,C,X,27.2,1,56.53,64.45
921,A,Y,83.27,0,48.99,117.78
922,C,X,35.45,1,53.75,35.8
923,A,Y,91.9,0,62.18,112.04
924,A,Y,102.94,1,47.45,102.77
925,B,Y,88.79,1,56.19,149.92
926,A,Y,102.05,0,58.0,119.03
927,C,X,34.62,0,38.76,40.51
928,A,Y,88.73,0,42.71,113.22
929,B,X,33.98,0,44.77,52.51
930,C,X,36.99,1,51.97,43.85
931,C,Y,102.57,0,50.49,117.61
932,B,X,37.5,1,37.94,47.13
933,C,Y,91.68,0,57.49,118.18
934,C,X,37.89,0,53.33,41.16
935,B,X,29.9,0,46.04,65.54
936,C,X,31.91,0,36.52,43.73
937,B,X,26.38,0,57.75,57.62
938,B,X,36.29,0,43.8,61.69
939,B,X,31.63,0,47.5,50.13
940,B,X,35.23,0,59.74,56.02
941,C,X,35.23,1,47.72,42.25
942,B,X,16.48,0,40.95,53.81
943,B,X,34.65,0,46.55,55.3
944,A,Y,90.54,1,54.96,135.06
945,B,X,36.81,0,49.92,59.64
946,B,X,38.04,0,50.81,51.95
947,A,Y,82.54,0,27.77,119.07
948,C,X,36.69,0,53.19,38.81
949,C,X,31.38,0,57.8,42.64
950,B,Y,97.16,0,45.64,121.46
951,A,Y,79.26,0,38.65,116.99
952,C,Y,98.85,0,67.09,104.34
953,B,X,23.85,1,43.81,80.94
954,A,Y,104.42,1,70.46,96.43
955,A,Y,84.05,0,46.02,115.26
956,C,X,22.32,1,55.09,61.68
957,C,X,43.29,0,36.66,41.91
958,B,Y,80.3,0,51.81,131.84
959,B,X,35.78,0,43.86,46.9
960,B,X,39.55,0,47.68,54.06
961,A,Y,90.87,0,56.73,118.02
962,A,Y,83.92,0,50.32,103.49
963,A,Y,98.47,0,62.32,106.1
964,B,X,29.57,1,64.28,64.61
965,B,X,20.37,1,54.16,91.7
966,B,X,34.65,0,43.12,57.69
967,C,X,35.72,0,52.58,30.31
968,A,Y,105.12,0,53.26,114.39
969,B,X,23.91,0,31.18,54.15
970,B,Y,102.53,0,30.72,129.66
971,A,X,23.62,0,53.31,46.78
972,C,X,26.4,1,63.72,64.61
973,A,X,31.74,1,64.18,42.94
974,B,X,22.03,0,46.75,57.48
975,C,X,25.25,0,55.99,42.73
976,C,Y,86.33,0,50.68,115.66
977,A,Y,92.48,1,53.36,130.84
978,B,X,38.68,0,31.5,46.56
979,B,Y,91.84,1,68.12,133.6
980,C,X,34.81,0,72.77,43.97
981,C,X,31.64,0,62.74,46.15
982,A,Y,79.98,0,57.0,112.96
983,B,X,36.71,1,51.99,49.38
984,C,X,36.53,0,50.3,53.06
985,A,Y,92.87,0,34.78,113.87
986,B,X,37.2,1,54.26,45.23
987,C,X,31.1,0,61.3,38.81
988,A,Y,102.72,0,52.16,99.27
989,B,X,28.62,0,51.21,48.17
990,A,Y,95.75,0,49.09,103.73
991,B,X,35.13,1,50.43,50.74
992,A,Y,88.36,0,55.6,115.01
993,B,X,25.73,0,43.16,54.55
994,C,X,38.53,0,42.7,41.3
995,B,X,36.61,0,62.97,54.04
996,C,X,31.15,1,50.9,52.24
997,B,X,39.15,1,44.24,46.02
998,A,Y,95.91,0,46.18,105.87
999,B,Y,102.45,0,57.81,122.12
1000,A,Y,80.22,0,67.2,123.12
1001,A,Y,88.2,0,73.36,120.05
1002,A,Y,85.22,0,37.13,104.79
1003,A,X,37.83,0,36.31,42.95
1004,B,Y,89.89,0,32.09,128.0
1005,C,X,35.59,0,45.42,52.59
1006,B,X,30.69,1,69.48,81.77
1007,C,X,47.87,1,49.89,24.07
1008,C,Y,108.77,0,39.65,117.74
1009,B,X,29.72,0,36.38,49.76
1010,C,X,25.1,0,62.19,47.13
1011,C,Y,94.58,0,55.21,122.39
1012,C,X,34.64,0,44.29,52.63
1013,C,X,29.6,1,55.16,61.37
1014,A,Y,96.84,0,59.47,107.12
1015,B,Y,100.23,0,59.66,116.94
1016,A,Y,105.23,0,62.06,108.77
1017,C,X,26.86,0,40.8,49.39
1018,B,X,37.17,0,56.35,48.44
1019,A,X,34.3,0,40.37,50.73
1020,C,X,37.7,0,35.42,39.34
1021,A,Y,90.07,0,40.18,103.3
1022,C,X,36.37,0,42.06,56.49
1023,A,Y,108.9,1,60.37,80.22
1024,A,X,22.55,0,65.2,44.5
1025,C,X,22.7,0,42.44,52.66
1026,A,Y,101.94,0,54.92,106.07
1027,B,X,32.21,1,47.91,56.31
1028,B,X,34.02,0,45.13,47.52
1029,C,X,19.55,1,43.48,76.44
1030,C,X,33.36,1,46.99,53.41
1031,B,X,38.07,1,47.25,42.57
1032,B,X,32.23,1,59.0,55.07
1033,B,Y,94.88,1,60.64,135.4
1034,C,X,29.06,0,53.99,57.28
1035,B,X,27.7,0,57.28,53.2
1036,B,X,41.83,0,51.58,51.07
1037,B,X,29.52,0,43.94,44.87
1038,C,X,27.19,0,60.66,35.01
1039,B,X,31.39,0,59.11,45.12
1040,C,X,36.22,1,47.18,49.22
1041,B,X,33.87,0,49.92,51.14
1042,B,X,24.98,0,50.81,56.24
1043,C,Y,93.21,0,31.37,124.06
1044,B,X,32.19,0,33.07,47.44
1045,A,Y,85.05,0,45.75,103.39
1046,A,Y,99.08,1,52.63,110.87
1047,C,X,36.31,0,42.25,39.15
1048,C,Y,102.06,1,51.85,121.17
1049,A,Y,103.14,1,59.27,104.52
1050,A,Y,103.27,1,37.37,110.77
1051,C,X,31.94,1,56.63,49.11
1052,B,X,30.47,1,55.95,64.27
1053,B,X,37.11,0,48.88,48.89
1054,C,Y,80.98,0,43.01,121.12
1055,C,Y,91.46,0,47.67,126.27
1056,A,Y,89.88,0,74.24,115.71
1057,A,Y,87.55,1,53.48,134.48
1058,C,X,27.45,0,58.78,33.78
1059,B,X,35.58,0,58.84,69.61
1060,C,Y,90.5,0,54.15,117.39
1061,A,Y,94.73,0,48.97,103.38
1062,C,X,30.66,1,60.77,67.53
1063,C,X,26.09,0,55.02,47.87
1064,C,X,36.54,0,58.96,45.93
1065,B,X,40.4,1,31.43,43.81
1066,A,Y,107.78,0,40.14,95.84
1067,B,X,34.92,0,37.7,49.26
1068,C,X,21.2,0,37.92,49.1
1069,B,X,29.76,1,53.34,55.19
1070,B,X,28.06,0,44.52,64.27
1071,A,X,40.35,0,60.28,36.61
1072,B,X,26.64,0,43.31,58.34
1073,A,Y,95.27,0,43.38,120.82
1074,C,X,35.6,0,45.83,38.91
1075,B,X,37.35,1,59.7,48.8
1076,C,X,27.13,1,49.26,72.74
1077,C,Y,91.3,0,34.93,114.79
1078,C,X,29.45,0,46.77,40.36
1079,B,Y,103.51,1,50.96,114.08
1080,C,X,35.09,0,43.13,49.27
1081,B,X,35.33,1,50.96,54.93
1082,A,X,37.75,0,61.99,33.18
1083,C,X,28.67,0,58.63,51.64
1084,A,Y,101.16,1,62.55,99.65
1085,A,X,35.9,1,60.42,46.34
1086,B,X,28.85,0,44.98,63.73
1087,B,X,31.54,0,46.75,56.1
1088,B,X,31.71,0,46.59,61.35
1089,B,X,32.77,0,42.35,66.88
1090,C,Y,95.53,0,56.7,109.4
1091,B,Y,80.04,1,43.51,162.8
1092,C,X,38.15,1,47.35,40.16
1093,A,Y,87.71,1,42.59,136.04
1094,B,X,27.0,0,57.97,54.8
1095,A,X,23.37,0,52.89,42.8
1096,A,X,28.27,0,41.86,52.31
1097,C,X,40.79,1,50.56,38.12
1098,B,X,39.12,0,55.92,43.96
1099,C,X,28.98,1,50.7,51.14
1100,C,X,30.24,0,43.53,47.37
1101,C,X,34.09,0,38.01,46.83
1102,C,X,27.1,0,35.02,52.38
1103,B,Y,91.65,1,37.22,142.84
1104,C,X,34.47,0,45.58,37.61
1105,C,X,31.57,0,55.4,34.4
1106,C,X,31.41,0,46.41,45.53
1107,A,Y,90.61,0,44.68,105.43
1108,C,X,28.01,0,50.88,44.98
1109,C,X,28.82,0,44.22,38.02
1110,B,Y,101.09,1,52.14,118.56
1111,C,X,32.08,1,41.83,55.9
1112,A,Y,85.75,1,43.83,130.52
1113,C,X,35.19,1,62.37,57.89
1114,A,Y,92.81,0,49.69,113.85
1115,C,X,33.13,0,43.44,56.98
1116,B,X,36.51,1,68.75,51.27
1117,C,X,26.09,1,55.11,61.38
1118,B,X,32.11,0,45.07,52.38
1119,C,X,35.18,1,40.98,54.38
1120,B,X,32.25,0,50.09,42.73
1121,A,Y,93.6,0,58.93,111.73
1122,A,Y,89.07,0,48.24,114.08
1123,A,Y,109.75,0,49.66,101.69
1124,C,X,37.87,0,45.14,39.1
1125,B,X,35.64,0,44.03,49.79
1126,C,X,28.34,0,35.93,46.28
1127,B,X,32.95,0,52.72,49.77
1128,C,X,32.48,1,42.89,49.8
1129,B,X,39.11,0,41.91,51.02
1130,B,X,23.82,0,69.78,54.15
1131,A,Y,96.66,0,28.37,106.48
1132,A,Y,97.98,0,58.27,104.02
1133,A,Y,89.33,1,54.26,122.81
1134,A,X,41.31,0,47.4,44.57
1135,B,X,28.49,0,53.28,47.79
1136,C,X,28.31,1,56.67,57.98
1137,A,Y,91.9,0,46.87,115.23
1138,C,X,38.94,0,40.02,45.73
1139,A,Y,96.81,1,50.2,120.54
1140,A,Y,97.14,0,40.95,103.74
1141,B,Y,107.03,0,37.84,114.29
1142,A,Y,97.76,0,51.13,117.3
1143,C,X,28.87,1,55.95,55.5
1144,C,Y,87.41,1,46.71,130.28
1145,B,X,23.81,1,60.21,93.33
1146,A,Y,98.22,0,39.48,101.75
1147,C,X,31.01,0,53.1,38.96
1148,B,X,31.16,0,63.58,52.08
1149,A,Y,107.15,1,64.61,94.32
1150,B,X,34.13,0,55.58,55.28
1151,A,Y,98.15,0,43.01,99.63
1152,C,X,31.6,1,67.59,48.11
1153,C,X,34.34,0,40.68,46.07
1154,A,Y,104.95,0,39.81,103.66
1155,C,X,29.97,0,44.7,54.55
1156,A,Y,91.55,0,47.39,102.93
1157,C,X,30.89,0,41.25,48.39
1158,C,X,31.38,0,32.33,47.58
1159,B,X,26.44,0,38.89,61.97
1160,C,X,31.21,0,35.23,42.26
1161,C,X,34.65,1,60.93,51.27
1162,A,Y,84.61,0,58.16,105.78
1163,C,X,20.18,0,64.65,53.81
1164,C,X,34.64,1,57.38,53.48
1165,B,X,29.89,0,29.03,57.42
1166,C,X,23.07,0,39.03,45.17
1167,B,X,38.41,0,46.86,57.59
1168,C,X,25.06,0,50.56,52.69
1169,A,Y,108.78,1,39.9,83.39
1170,B,X,24.49,1,36.22,66.56
1171,C,X,32.48,0,37.45,48.92
1172,A,Y,106.15,0,47.17,110.25
1173,B,X,40.48,0,61.93,35.83
1174,C,Y,102.83,0,52.38,117.7
1175,A,Y,98.71,1,40.12,111.62
1176,B,Y,88.5,0,49.1,127.44
1177,A,Y,104.33,0,47.88,100.07
1178,C,X,32.31,0,31.74,41.25
1179,B,X,28.42,1,47.56,55.1
1180,B,X,29.05,0,49.49,60.72
1181,A,Y,103.51,0,37.78,105.5
1182,B,X,28.2,0,67.82,49.25
1183,B,X,25.58,0,45.14,50.42
1184,C,X,25.56,0,48.09,45.98
1185,C,X,37.39,0,38.35,52.64
1186,B,X,28.99,0,38.48,50.5
1187,C,X,30.64,0,38.54,50.13
1188,A,Y,77.46,0,51.19,121.59
1189,C,X,38.3,0,52.7,34.89
1190,B,X,31.99,1,55.45,76.86
1191,C,X,35.82,1,68.7,42.76
1192,C,Y,89.28,0,52.22,122.3
1193,B,X,30.72,0,40.57,59.37
1194,C,X,33.28,0,52.17,41.95
1195,C,X,29.57,1,65.25,62.98
1196,B,X,31.39,0,44.59,53.67
1197,B,Y,87.61,1,47.15,147.21
1198,B,X,32.47,0,77.0,44.48
1199,C,Y,107.39,1,51.98,100.71
1200,B,X,32.61,0,55.38,55.11
1201,B,X,25.97,0,48.09,61.58
1202,A,Y,103.11,0,52.69,114.78
1203,B,X,30.68,0,34.97,63.39
1204,A,Y,103.44,0,39.08,106.18
1205,A,Y,92.25,0,58.53,104.77
1206,C,X,29.39,1,61.28,57.1
1207,C,X,30.5,0,38.57,49.71
1208,C,X,38.61,0,47.45,35.67
1209,C,X,37.12,1,44.99,55.05
1210,A,Y,81.38,0,40.63,112.83
1211,C,X,32.68,1,59.12,59.35
1212,A,Y,82.39,0,47.0,124.7
1213,A,Y,104.47,1,53.71,110.45
1214,A,Y,89.51,0,63.46,111.12
1215,B,X,26.08,0,39.71,58.86
1216,C,X,32.92,0,50.54,43.06
1217,B,X,31.96,1,46.67,63.07
1218,A,Y,95.13,0,39.9,105.75
1219,B,X,35.3,0,39.82,55.72
1220,B,X,35.25,0,44.25,60.58
1221,A,X,37.2,1,73.64,30.29
1222,B,X,31.33,0,47.14,51.84
1223,A,X,24.87,0,33.72,51.43
1224,A,Y,102.44,0,43.29,108.81
1225,B,X,22.19,0,41.41,63.8
1226,C,X,34.97,1,48.3,51.23
1227,A,X,26.99,1,61.25,52.98
1228,B,X,34.75,0,50.99,67.64
1229,B,X,21.86,0,53.63,72.72
1230,C,X,33.05,0,65.11,48.75
1231,B,X,38.05,1,30.6,54.87
1232,C,X,40.38,0,62.61,41.23
1233,A,Y,92.64,0,51.58,110.71
1234,C,Y,90.57,0,48.05,129.82
1235,A,Y,82.31,0,46.41,104.47
1236,A,Y,87.2,0,57.82,110.4
1237,C,X,29.93,0,45.24,47.33
1238,B,X,33.12,1,59.71,59.24
1239,B,X,32.3,0,50.7,52.11
1240,C,X,38.66,0,44.01,48.88
1241,C,X,32.11,1,57.44,48.42
1242,B,X,34.2,0,47.26,56.24
1243,A,Y,79.8,0,44.13,108.59
1244,A,Y,108.75,0,28.92,107.41
1245,B,X,35.2,0,55.79,46.63
1246,C,X,29.17,0,70.15,45.41
1247,C,X,35.0,0,56.47,46.29
1248,B,X,29.56,0,40.02,65.63
1249,C,X,21.92,1,50.4,74.84
1250,C,X,30.09,0,61.69,47.32
1251,C,X,28.61,0,53.47,56.47
1252,B,X,32.83,0,70.23,51.82
1253,A,X,35.67,0,41.24,51.65
1254,A,Y,84.23,0,34.96,115.36
1255,C,X,37.52,1,67.9,42.46
1256,C,Y,98.45,1,35.5,119.92
1257,A,X,35.27,0,48.93,47.6
1258,A,Y,92.79,1,53.74,131.06
1259,C,X,36.67,0,51.71,35.98
1260,C,X,27.36,0,42.09,54.35
1261,C,X,36.27,0,38.65,41.76
1262,A,Y,90.95,1,45.38,116.57
1263,B,X,33.16,0,61.97,65.24
1264,C,Y,113.09,1,32.34,81.6
1265,A,Y,101.5,0,36.82,112.05
1266,A,X,38.98,0,43.64,32.21
1267,C,X,36.74,1,64.68,39.29
1268,C,X,25.31,0,51.34,50.29
1269,A,Y,97.09,0,39.68,119.78
1270,A,Y,87.8,1,55.35,127.8
1271,A,Y,107.94,1,55.19,99.73
1272,A,Y,86.21,1,49.62,127.76
1273,C,Y,87.72,0,58.92,116.78
1274,B,Y,98.9,0,58.22,123.49
1275,C,X,29.93,0,52.11,39.73
1276,B,X,30.86,1,61.57,71.94
1277,C,X,35.82,0,53.92,41.05
1278,A,Y,102.1,1,35.59,97.72
1279,A,Y,96.09,1,61.38,121.81
1280,A,Y,95.27,0,51.0,102.8
1281,A,Y,86.45,1,58.1,137.59
1282,C,X,36.96,1,48.57,50.8
1283,A,X,29.73,0,51.41,40.99
1284,A,Y,87.29,0,56.94,113.74
1285,B,Y,82.16,0,47.85,135.01
1286,B,X,26.2,0,58.6,47.12
1287,B,X,29.5,0,65.83,53.38
1288,B,X,27.76,0,44.54,55.91
1289,C,X,31.74,0,46.65,45.12
1290,C,X,31.92,1,51.21,57.9
1291,B,Y,92.31,0,41.86,128.3
1292,A,X,29.16,1,54.96,44.24
1293,A,Y,78.12,0,62.03,110.81
1294,B,X,29.02,0,62.38,49.77
1295,A,Y,99.99,0,57.66,108.59
1296,B,Y,104.98,0,47.02,109.47
1297,B,X,30.99,1,70.02,61.03
1298,C,X,30.87,0,56.7,47.97
1299,A,Y,97.13,0,78.04,112.28
1300,B,X,44.26,0,54.81,51.36
1301,C,Y,89.27,1,68.57,134.04
1302,B,X,35.82,0,47.02,53.51
1303,B,X,36.88,0,46.01,48.59
1304,A,Y,96.88,0,49.03,112.21
1305,C,X,27.0,1,71.62,73.26
1306,C,X,34.74,0,43.68,44.12
1307,A,Y,113.86,0,47.9,103.56
1308,B,X,31.14,0,55.23,62.79
1309,C,X,37.68,0,49.85,36.16
1310,B,X,32.28,0,56.66,54.08
1311,B,X,31.61,0,47.1,58.99
1312,C,X,37.97,1,47.96,41.15
1313,A,Y,90.9,1,58.54,122.8
1314,A,Y,82.98,1,61.98,140.7
1315,B,X,28.8,0,52.77,64.63
1316,A,Y,97.21,0,44.55,105.05
1317,A,Y,99.18,1,52.75,115.16
1318,C,X,35.34,1,56.18,46.92
1319,A,Y,74.89,0,52.26,110.27
1320,C,X,37.35,0,52.42,35.33
1321,A,Y,96.14,0,47.79,112.49
1322,B,X,34.29,0,45.58,45.44
1323,A,X,35.77,0,44.72,44.18
1324,A,Y,78.01,0,42.7,117.88
1325,A,Y,92.87,0,38.46,107.67
1326,A,Y,98.54,1,53.59,125.26
1327,A,Y,108.2,0,42.64,97.15
1328,A,Y,89.14,0,48.25,116.02
1329,B,X,34.69,0,55.94,56.52
1330,A,Y,97.36,0,35.89,107.45
1331,C,X,31.32,1,44.11,45.57
1332,A,X,37.94,0,50.95,37.29
1333,B,X,33.37,0,67.78,58.87
1334,B,X,30.21,0,49.42,52.64
1335,B,X,40.97,0,57.77,47.29
1336,A,Y,99.26,1,43.5,106.19
1337,A,Y,99.18,0,58.2,108.2
1338,B,X,41.99,0,50.01,56.59
1339,C,X,26.79,0,56.29,45.18
1340,A,Y,100.38,1,56.53,116.76
1341,B,Y,94.78,1,54.72,138.03
1342,B,X,39.63,0,62.17,47.6
1343,B,X,38.14,0,27.02,46.91
1344,A,Y,94.77,0,57.48,103.52
1345,A,Y,99.75,0,47.43,110.39
1346,B,X,37.07,1,60.38,53.12
1347,C,X,41.03,0,54.72,46.41
1348,A,Y,105.51,0,55.42,111.67
1349,B,X,30.34,1,56.39,65.48
1350,C,Y,94.82,0,44.22,107.52
1351,B,X,35.83,0,57.07,56.65
1352,B,X,37.84,0,51.04,50.82
