order_id,customer_id,order_date,channel,revenue
779,1084,2025-07-14,web,200.3
780,1313,"Jul 14, 2025",app,240.6
781,1306,"Jul 15, 2025",store,204.58
782,1296,"Jul 15, 2025",store,285.59
783,1060,15/07/2025,store,306.7
784,1348,15/07/2025,app,205.05
785,1131,"Jul 16, 2025",web,
786,1375,16/07/2025,store,
787,1169,16/07/2025,store,
788,1005,2025-07-16,store,247.12
789,1220,17/07/2025,web,
790,1307,17/07/2025,app,
791,1126,"Jul 17, 2025",app,245.32
792,1100,"Jul 17, 2025",app,239.39
793,1337,2025-07-18,web,
794,1363,18/07/2025,app,
795,1317,2025-07-18,web,197.1
796,1129,"Jul 18, 2025",web,262.12
797,1135,19/07/2025,web,186.47
798,1357,2025-07-19,store,
799,1162,2025-07-19,store,
800,1019,2025-07-19,web,
801,1218,20/07/2025,store,
802,1119,2025-07-20,app,209.53
803,1333,20/07/2025,app,264.67
804,1229,2025-07-20,store,196.44
805,1245,2025-07-21,store,
806,1075,2025-07-21,store,
807,1020,2025-07-21,app,263.87
808,1334,21/07/2025,app,255.34
809,1042,"Jul 22, 2025",app,
810,1260,"Jul 22, 2025",web,233.93
811,1320,2025-07-22,web,222.77
812,1259,"Jul 22, 2025",store,271.01
813,1200,23/07/2025,web,270.11
814,1116,2025-07-23,web,
815,1318,2025-07-23,store,
816,1069,23/07/2025,app,308.39
817,1351,24/07/2025,app,215.44
818,1168,24/07/2025,store,250.29
819,1090,24/07/2025,store,228.68
820,1014,24/07/2025,store,
821,1148,25/07/2025,web,239.69
822,1316,2025-07-25,app,
823,1128,"Jul 25, 2025",store,
824,1170,25/07/2025,store,
825,1273,"Jul 26, 2025",store,240.93
826,1214,26/07/2025,web,249.12
827,1275,26/07/2025,app,293.81
828,1249,26/07/2025,web,242.85
829,1369,2025-07-27,store,200.85
830,1336,2025-07-27,app,220.0
831,1334,2025-07-27,app,
832,1140,"Jul 27, 2025",app,242.99
833,1249,28/07/2025,app,263.89
834,1004,28/07/2025,web,186.84
835,1207,2025-07-28,store,
836,1087,28/07/2025,store,240.15
837,1356,29/07/2025,web,296.0
838,1064,2025-07-29,store,
839,1181,29/07/2025,app,258.31
840,1207,"Jul 29, 2025",web,225.38
841,1276,2025-07-30,store,258.88
842,1153,30/07/2025,app,241.88
843,1331,30/07/2025,app,224.62
844,1288,2025-07-30,web,236.48
845,1318,"Jul 31, 2025",web,
846,1319,2025-07-31,app,
847,1195,31/07/2025,web,238.0
848,1180,"Jul 31, 2025",web,225.66
849,1017,2025-08-01,web,213.2
850,1309,2025-08-01,web,
851,1023,01/08/2025,store,213.4
852,1105,01/08/2025,store,
853,1128,2025-08-02,web,209.85
854,1138,"Aug 02, 2025",store,239.06
855,1166,2025-08-02,app,
856,1102,"Aug 02, 2025",web,
857,1050,03/08/2025,store,248.49
858,1097,03/08/2025,store,215.44
859,1150,03/08/2025,store,
860,1248,"Aug 03, 2025",web,
861,1259,2025-08-04,app,
862,1053,2025-08-04,app,
863,1327,2025-08-04,web,
864,1236,"Aug 04, 2025",web,
865,1271,2025-08-05,app,
866,1292,2025-08-05,store,308.4
867,1189,2025-08-05,store,230.93
868,1132,"Aug 05, 2025",app,
869,1296,"Aug 06, 2025",web,247.84
870,1120,2025-08-06,app,
871,1391,2025-08-06,web,220.99
872,1136,2025-08-06,web,230.38
873,1072,"Aug 07, 2025",web,
874,1183,07/08/2025,web,215.39
875,1237,07/08/2025,store,284.12
876,1008,2025-08-07,store,
877,1312,08/08/2025,store,
878,1132,"Aug 08, 2025",web,232.37
879,1185,"Aug 08, 2025",web,276.01
880,1180,08/08/2025,store,274.21
881,1264,2025-08-09,store,
882,1243,2025-08-09,app,
883,1058,09/08/2025,app,
884,1088,09/08/2025,web,
885,1157,2025-08-10,web,247.23
886,1113,10/08/2025,web,306.46
887,1054,"Aug 10, 2025",store,240.59
888,1211,2025-08-10,store,239.81
889,1047,"Aug 11, 2025",app,243.86
890,1222,"Aug 11, 2025",web,
891,1024,2025-08-11,store,
892,1261,2025-08-11,web,
893,1369,"Aug 12, 2025",store,200.85
894,1220,"Aug 12, 2025",store,
895,1119,"Aug 12, 2025",store,
896,1131,"Aug 12, 2025",web,214.31
897,1249,"Aug 13, 2025",app,228.38
898,1026,"Aug 13, 2025",store,203.04
899,1072,13/08/2025,app,175.14
900,1316,"Aug 13, 2025",web,
901,1217,2025-08-14,app,249.7
902,1160,"Aug 14, 2025",store,243.25
903,1068,2025-08-14,web,
904,1126,14/08/2025,app,
905,1228,2025-08-15,web,
906,1080,2025-08-15,web,
907,1207,2025-08-15,web,
908,1337,"Aug 15, 2025",store,235.09
909,1188,"Aug 16, 2025",app,255.17
910,1303,16/08/2025,store,247.63
911,1092,2025-08-16,store,240.05
912,1388,2025-08-16,store,
913,1091,17/08/2025,store,
914,1239,17/08/2025,web,268.12
915,1181,"Aug 17, 2025",store,229.15
916,1276,2025-08-17,web,
917,1227,"Aug 18, 2025",store,
918,1013,"Aug 18, 2025",app,
919,1089,2025-08-18,app,245.9
920,1091,18/08/2025,web,
921,1307,19/08/2025,store,
922,1337,"Aug 19, 2025",store,
923,1078,19/08/2025,app,
924,1310,"Aug 19, 2025",store,
925,1357,20/08/2025,store,216.53
926,1104,"Aug 20, 2025",app,227.1
927,1370,"Aug 20, 2025",app,200.07
928,1287,"Aug 20, 2025",app,
929,1176,"Aug 21, 2025",store,
930,1006,2025-08-21,store,261.97
931,1165,2025-08-21,store,
932,1047,21/08/2025,store,201.6
933,1236,"Aug 22, 2025",web,241.0
934,1084,22/08/2025,web,
935,1011,22/08/2025,app,
936,1158,22/08/2025,web,
937,1173,2025-08-23,app,306.87
938,1316,"Aug 23, 2025",store,252.19
939,1365,"Aug 23, 2025",store,288.84
940,1062,2025-08-23,store,
941,1029,"Aug 24, 2025",store,234.18
942,1373,24/08/2025,store,210.33
943,1190,"Aug 24, 2025",app,
944,1055,"Aug 24, 2025",app,226.85
945,1161,"Aug 25, 2025",web,
946,1364,"Aug 25, 2025",store,
947,1229,25/08/2025,web,269.74
948,1033,25/08/2025,web,
949,1253,2025-08-26,app,
950,1013,26/08/2025,store,246.25
951,1396,2025-08-26,web,250.03
952,1187,"Aug 26, 2025",app,268.13
953,1295,27/08/2025,app,
954,1004,2025-08-27,web,
955,1282,"Aug 27, 2025",web,245.69
956,1180,"Aug 27, 2025",app,
957,1186,28/08/2025,web,179.19
958,1015,28/08/2025,app,222.41
959,1205,2025-08-28,web,
960,1383,2025-08-28,store,306.83
961,1153,"Aug 29, 2025",web,253.01
962,1072,"Aug 29, 2025",web,244.11
963,1261,2025-08-29,app,
964,1321,"Aug 29, 2025",web,236.26
965,1186,2025-08-30,web,245.46
966,1130,30/08/2025,app,282.23
967,1383,30/08/2025,store,298.39
968,1169,30/08/2025,app,251.15
969,1364,2025-08-31,app,
970,1114,2025-08-31,store,
971,1095,"Aug 31, 2025",web,294.62
972,1250,31/08/2025,store,222.19
973,1333,2025-09-01,store,269.44
974,1282,"Sep 01, 2025",store,236.01
975,1162,2025-09-01,app,269.91
976,1284,01/09/2025,web,
977,1367,02/09/2025,app,
978,1316,02/09/2025,app,
979,1098,02/09/2025,store,
980,1091,"Sep 02, 2025",store,
981,1301,"Sep 03, 2025",store,271.66
982,1363,"Sep 03, 2025",web,
983,1040,"Sep 03, 2025",store,
984,1359,"Sep 03, 2025",store,287.58
985,1105,04/09/2025,web,
986,1069,04/09/2025,app,264.92
987,1365,04/09/2025,web,
988,1016,2025-09-04,app,237.22
989,1055,2025-09-05,web,
990,1002,"Sep 05, 2025",store,234.08
991,1117,05/09/2025,app,289.75
992,1300,2025-09-05,web,263.88
993,1282,2025-09-06,app,282.35
994,1048,06/09/2025,web,265.86
995,1001,2025-09-06,store,207.08
996,1089,06/09/2025,app,225.62
997,1376,"Sep 07, 2025",web,269.0
998,1212,07/09/2025,store,288.21
999,1191,"Sep 07, 2025",store,250.5
1000,1032,2025-09-07,app,
1001,1147,"Sep 08, 2025",web,
1002,1319,2025-09-08,store,218.08
1003,1342,"Sep 08, 2025",web,
1004,1319,08/09/2025,app,258.9
1005,1091,09/09/2025,store,
1006,1152,09/09/2025,store,
1007,1351,2025-09-09,web,
1008,1267,"Sep 09, 2025",web,
1009,1370,"Sep 10, 2025",store,
1010,1204,"Sep 10, 2025",web,
1011,1158,"Sep 10, 2025",app,
1012,1365,10/09/2025,app,276.91
1013,1346,11/09/2025,app,
1014,1144,2025-09-11,app,283.28
1015,1064,2025-09-11,web,
1016,1356,11/09/2025,web,255.06
1017,1352,2025-09-12,app,246.2
1018,1052,2025-09-12,store,311.36
1019,1226,2025-09-12,store,233.93
1020,1164,12/09/2025,store,181.95
1021,1068,"Sep 13, 2025",web,
1022,1253,2025-09-13,web,
1023,1014,2025-09-13,store,
1024,1171,2025-09-13,web,219.86
1025,1022,2025-09-14,app,272.59
1026,1201,2025-09-14,store,206.55
1027,1389,"Sep 14, 2025",store,248.16
1028,1028,14/09/2025,store,
1029,1266,2025-09-15,app,219.42
1030,1093,"Sep 15, 2025",store,
1031,1077,15/09/2025,store,239.46
1032,1223,15/09/2025,app,
1033,1310,2025-09-16,web,245.62
1034,1329,16/09/2025,web,240.08
1035,1298,16/09/2025,web,
1036,1173,"Sep 16, 2025",store,
1037,1091,2025-09-17,app,
1038,1001,17/09/2025,web,209.79
1039,1191,"Sep 17, 2025",web,261.51
1040,1136,"Sep 17, 2025",store,
1041,1246,"Sep 18, 2025",app,229.89
1042,1129,2025-09-18,web,268.59
1043,1141,18/09/2025,app,
1044,1318,2025-09-18,web,
1045,1335,"Sep 19, 2025",store,
1046,1063,"Sep 19, 2025",store,222.32
1047,1043,19/09/2025,app,
1048,1229,"Sep 19, 2025",web,
1049,1233,"Sep 20, 2025",web,267.48
1050,1263,2025-09-20,store,284.52
1051,1037,2025-09-20,app,224.33
1052,1212,20/09/2025,web,
1053,1372,"Sep 21, 2025",store,240.06
1054,1086,21/09/2025,store,
1055,1391,"Sep 21, 2025",app,253.71
1056,1333,"Sep 21, 2025",app,
1057,1104,22/09/2025,app,
1058,1024,22/09/2025,app,236.88
1059,1156,22/09/2025,web,258.07
1060,1047,22/09/2025,app,284.76
1061,1041,2025-09-23,web,
1062,1343,23/09/2025,web,
1063,1284,2025-09-23,store,
1064,1261,2025-09-23,web,
1065,1011,24/09/2025,app,261.46
1066,1207,24/09/2025,app,
1067,1251,2025-09-24,app,
1068,1340,24/09/2025,app,
1069,1016,2025-09-25,store,239.65
1070,1100,"Sep 25, 2025",web,233.95
1071,1166,25/09/2025,store,279.5
1072,1385,25/09/2025,app,262.44
1073,1246,26/09/2025,app,243.53
1074,1352,26/09/2025,web,271.07
1075,1209,2025-09-26,app,242.46
1076,1234,2025-09-26,store,
1077,1379,"Sep 27, 2025",store,256.4
1078,1208,"Sep 27, 2025",app,
1079,1281,27/09/2025,app,
1080,1170,2025-09-27,web,
1081,1109,2025-09-28,web,285.4
1082,1301,28/09/2025,web,265.74
1083,1358,"Sep 28, 2025",app,
1084,1362,"Sep 28, 2025",store,242.27
1085,1172,29/09/2025,store,257.34
1086,1396,2025-09-29,web,260.14
1087,1386,29/09/2025,store,294.19
1088,1017,29/09/2025,app,
1089,1276,2025-09-30,web,
1090,1261,2025-09-30,store,277.2
1091,1127,2025-09-30,store,
1092,1046,"Sep 30, 2025",web,219.2
1093,1328,01/10/2025,store,271.64
1094,1147,01/10/2025,app,274.85
1095,1193,01/10/2025,app,
1096,1088,01/10/2025,web,
1097,1071,2025-10-02,web,271.24
1098,1319,2025-10-02,app,229.16
1099,1050,2025-10-02,app,254.3
1100,1030,2025-10-02,app,
1101,1036,03/10/2025,web,
1102,1133,"Oct 03, 2025",app,
1103,1380,"Oct 03, 2025",app,289.04
1104,1124,"Oct 03, 2025",app,
1105,1098,04/10/2025,app,
1106,1006,04/10/2025,app,
1107,1163,04/10/2025,store,251.93
1108,1283,"Oct 04, 2025",store,276.26
1109,1230,05/10/2025,web,206.39
1110,1144,"Oct 05, 2025",web,
1111,1338,2025-10-05,web,249.15
1112,1345,"Oct 05, 2025",store,210.17
1113,1055,06/10/2025,app,
1114,1052,06/10/2025,app,
1115,1235,2025-10-06,web,248.84
1116,1003,2025-10-06,app,
1117,1236,"Oct 07, 2025",store,
1118,1337,07/10/2025,app,244.82
1119,1339,"Oct 07, 2025",app,274.03
1120,1028,2025-10-07,web,291.49
1121,1340,"Oct 08, 2025",web,235.77
1122,1068,"Oct 08, 2025",store,
1123,1291,2025-10-08,web,317.01
1124,1338,2025-10-08,store,179.39
1125,1226,09/10/2025,app,244.65
1126,1032,"Oct 09, 2025",store,233.2
1127,1080,2025-10-09,web,
1128,1023,2025-10-09,web,232.92
1129,1132,"Oct 10, 2025",store,291.82
1130,1015,2025-10-10,store,
1131,1182,"Oct 10, 2025",web,253.49
1132,1146,"Oct 10, 2025",store,254.79
1133,1304,2025-10-11,store,192.8
1134,1215,2025-10-11,web,249.51
1135,1037,11/10/2025,web,279.03
1136,1133,2025-10-11,store,267.42
1137,1253,"Oct 12, 2025",web,318.51
1138,1150,"Oct 12, 2025",app,
1139,1357,12/10/2025,web,225.47
1140,1138,"Oct 12, 2025",store,318.83
1141,1248,2025-10-13,web,274.28
1142,1351,13/10/2025,web,256.72
1143,1382,13/10/2025,app,
1144,1233,"Oct 13, 2025",app,
1145,1190,2025-10-14,web,254.68
1146,1333,2025-10-14,web,232.72
1147,1190,2025-10-14,app,
1148,1389,"Oct 14, 2025",web,
1149,1377,15/10/2025,app,
1150,1274,"Oct 15, 2025",app,
1151,1389,"Oct 15, 2025",store,259.11
1152,1277,2025-10-15,store,
1153,1181,16/10/2025,web,
1154,1127,16/10/2025,app,
1155,1104,"Oct 16, 2025",app,
1156,1120,"Oct 16, 2025",web,190.13
1157,1105,"Oct 17, 2025",web,
1158,1061,2025-10-17,store,271.1
1159,1147,2025-10-17,store,
1160,1078,"Oct 17, 2025",app,302.48
1161,1078,2025-10-18,store,
1162,1070,"Oct 18, 2025",store,
1163,1150,"Oct 18, 2025",store,
1164,1099,2025-10-18,store,
1165,1163,19/10/2025,store,261.59
1166,1141,"Oct 19, 2025",web,273.42
1167,1183,19/10/2025,store,
1168,1180,2025-10-19,web,234.6
1169,1369,"Oct 20, 2025",web,
1170,1151,20/10/2025,store,269.9
1171,1252,2025-10-20,store,227.43
1172,1352,2025-10-20,store,
1173,1248,2025-10-21,app,
1174,1062,2025-10-21,web,
1175,1050,"Oct 21, 2025",app,
1176,1145,21/10/2025,web,
1177,1353,22/10/2025,web,251.8
1178,1314,2025-10-22,store,332.98
1179,1360,2025-10-22,store,257.56
1180,1249,2025-10-22,store,
1181,1314,23/10/2025,store,195.19
1182,1232,23/10/2025,web,250.98
1183,1133,"Oct 23, 2025",web,259.23
1184,1314,"Oct 23, 2025",store,195.61
1185,1142,"Oct 24, 2025",web,
1186,1339,2025-10-24,store,300.27
1187,1238,2025-10-24,web,269.42
1188,1011,"Oct 24, 2025",web,242.7
1189,1075,2025-10-25,store,
1190,1088,25/10/2025,web,
1191,1090,2025-10-25,store,274.54
1192,1211,2025-10-25,store,
1193,1000,2025-10-26,store,280.49
1194,1046,26/10/2025,web,
1195,1345,2025-10-26,store,281.03
1196,1101,26/10/2025,web,259.05
1197,1366,"Oct 27, 2025",web,
1198,1161,27/10/2025,store,
1199,1043,"Oct 27, 2025",web,
1200,1204,"Oct 27, 2025",store,
