order_id,order_date,region,variant,converted,revenue,session_duration_sec,bounced
O003658,2024-09-29,North,control,0,0.0,274,0
O003659,2024-09-29,North,treatment,1,42.12,273,0
O003660,2024-09-29,West,control,0,0.0,263,1
O003661,2024-09-29,West,control,0,0.0,335,1
O003662,2024-09-29,South,control,0,0.0,282,0
O003663,2024-09-29,West,treatment,0,0.0,224,1
O003664,2024-09-29,North,control,0,0.0,276,0
O003665,2024-09-29,South,control,0,0.0,260,0
O003666,2024-09-29,South,control,0,0.0,320,0
O003667,2024-09-29,West,control,0,0.0,286,1
O003668,2024-09-29,North,treatment,0,0.0,228,0
O003669,2024-09-29,North,treatment,0,0.0,229,1
O003670,2024-09-29,North,treatment,0,0.0,251,0
O003671,2024-09-29,North,treatment,0,0.0,246,1
O003672,2024-09-29,North,control,1,35.36,277,0
O003673,2024-09-29,South,treatment,0,0.0,274,0
O003674,2024-09-29,West,treatment,0,0.0,303,1
O003675,2024-09-29,North,treatment,0,0.0,280,1
O003676,2024-09-29,South,control,0,0.0,288,0
O003677,2024-09-29,South,treatment,0,0.0,228,0
O003678,2024-09-29,North,treatment,0,0.0,222,1
O003679,2024-09-29,North,treatment,0,0.0,314,1
O003680,2024-09-29,South,treatment,0,0.0,272,1
O003681,2024-09-29,North,control,0,0.0,334,0
O003682,2024-09-29,North,treatment,0,0.0,213,0
O003683,2024-09-29,North,treatment,1,6.44,281,1
O003684,2024-09-29,South,control,0,0.0,276,1
O003685,2024-09-29,South,control,0,0.0,299,0
O003686,2024-09-29,North,treatment,0,0.0,260,0
O003687,2024-09-29,North,treatment,0,0.0,280,1
O003688,2024-09-29,North,treatment,0,0.0,251,1
O003689,2024-09-29,North,control,1,20.52,308,0
O003690,2024-09-29,South,control,0,0.0,268,0
O003691,2024-09-29,South,control,0,0.0,291,0
O003692,2024-09-29,North,control,0,0.0,322,0
O003693,2024-09-29,North,control,0,0.0,320,1
O003694,2024-09-29,South,control,0,0.0,277,1
O003695,2024-09-29,West,control,0,0.0,296,0
O003696,2024-09-29,North,treatment,0,0.0,237,1
O003697,2024-09-29,South,treatment,0,0.0,254,0
O003698,2024-09-29,West,control,0,0.0,309,0
O003699,2024-09-29,North,treatment,0,0.0,270,0
O003700,2024-09-29,West,control,0,0.0,342,1
O003701,2024-09-29,West,treatment,0,0.0,318,0
O003702,2024-09-29,North,control,0,0.0,247,0
O003703,2024-09-29,North,treatment,1,3.4,253,0
O003704,2024-09-29,North,treatment,0,0.0,261,1
O003705,2024-09-29,North,treatment,1,19.97,262,1
O003706,2024-09-29,North,control,0,0.0,360,0
O003707,2024-09-29,South,control,0,0.0,328,0
O003708,2024-09-29,North,treatment,0,0.0,241,0
O003709,2024-09-29,South,control,0,0.0,315,1
O003710,2024-09-29,South,control,0,0.0,319,1
O003711,2024-09-29,North,treatment,0,0.0,285,1
O003712,2024-09-29,West,control,0,0.0,266,1
O003713,2024-09-29,North,control,1,23.85,300,1
O003714,2024-09-29,South,control,0,0.0,324,0
O003715,2024-09-29,North,treatment,0,0.0,239,0
O003716,2024-09-29,West,control,0,0.0,292,1
O003717,2024-09-29,West,control,0,0.0,295,0
O003718,2024-09-29,North,control,1,19.24,309,1
O003719,2024-09-29,North,control,1,49.67,278,1
O003720,2024-09-29,North,treatment,0,0.0,260,1
O003721,2024-09-29,South,control,0,0.0,269,0
O003722,2024-09-29,South,control,1,4.21,287,1
O003723,2024-09-29,West,control,0,0.0,328,0
O003724,2024-09-29,North,control,0,0.0,342,0
O003725,2024-09-29,North,treatment,0,0.0,239,1
O003726,2024-09-29,South,control,0,0.0,230,1
O003727,2024-09-29,North,control,0,0.0,287,0
O003728,2024-09-29,North,control,0,0.0,285,0
O003729,2024-09-29,North,control,0,0.0,268,1
O003730,2024-09-29,West,control,0,0.0,346,0
O003731,2024-09-29,North,treatment,1,46.79,220,1
O003732,2024-09-29,North,treatment,0,0.0,235,1
O003733,2024-09-29,North,treatment,0,0.0,260,0
O003734,2024-09-29,West,control,1,19.91,291,0
O003735,2024-09-29,North,control,0,0.0,289,1
O003736,2024-09-29,North,treatment,0,0.0,250,1
O003737,2024-09-29,West,treatment,0,0.0,270,1
O003738,2024-09-29,West,control,0,0.0,312,1
O003739,2024-09-29,West,treatment,0,0.0,243,1
O003740,2024-09-29,North,treatment,0,0.0,285,1
O003741,2024-09-29,North,treatment,1,13.23,274,0
O003742,2024-09-29,North,treatment,0,0.0,245,0
O003743,2024-09-29,South,control,0,0.0,300,1
O003744,2024-09-29,South,control,0,0.0,283,0
O003745,2024-09-29,North,treatment,0,0.0,288,1
O003746,2024-09-29,North,treatment,0,0.0,281,1
O003747,2024-09-29,North,treatment,0,0.0,244,1
O003748,2024-09-29,South,treatment,0,0.0,305,0
O003749,2024-09-29,North,control,1,11.32,270,1
O003750,2024-09-29,West,control,0,0.0,290,0
O003751,2024-09-29,North,treatment,0,0.0,292,1
O003752,2024-09-29,South,control,0,0.0,294,0
O003753,2024-09-29,South,treatment,0,0.0,276,0
O003754,2024-09-29,West,control,0,0.0,333,0
O003755,2024-09-29,North,control,1,29.84,331,0
O003756,2024-09-29,North,treatment,1,30.79,213,1
O003757,2024-09-29,North,treatment,1,18.99,345,0
O003758,2024-09-29,North,treatment,0,0.0,304,1
O003759,2024-09-29,West,control,0,0.0,308,1
O003760,2024-09-29,South,treatment,0,0.0,261,1
O003761,2024-09-29,South,control,0,0.0,348,1
O003762,2024-09-29,South,control,0,0.0,352,0
O003763,2024-09-29,North,treatment,0,0.0,192,1
O003764,2024-09-29,South,treatment,0,0.0,272,0
O003765,2024-09-29,West,control,0,0.0,315,0
O003766,2024-09-29,North,treatment,0,0.0,219,1
O003767,2024-09-29,West,control,0,0.0,350,1
O003768,2024-09-29,North,treatment,0,0.0,275,1
O003769,2024-09-29,North,treatment,0,0.0,286,0
O003770,2024-09-29,North,treatment,0,0.0,185,0
O003771,2024-09-29,North,treatment,0,0.0,233,1
O003772,2024-09-29,North,treatment,0,0.0,280,0
O003773,2024-09-29,North,treatment,0,0.0,250,1
O003774,2024-09-29,North,treatment,0,0.0,278,1
O003775,2024-09-29,North,control,1,19.32,321,0
O003776,2024-09-29,North,control,0,0.0,320,1
O003777,2024-09-29,North,treatment,0,0.0,262,1
O003778,2024-09-29,North,treatment,0,0.0,251,0
O003779,2024-09-29,South,control,0,0.0,341,0
O003780,2024-09-29,South,control,1,18.96,284,0
O003781,2024-09-29,North,control,1,15.53,276,0
O003782,2024-09-29,South,control,0,0.0,301,0
O003783,2024-09-29,North,treatment,0,0.0,275,1
O003784,2024-09-29,North,treatment,0,0.0,216,1
O003785,2024-09-29,North,treatment,0,0.0,234,0
O003786,2024-09-29,South,control,1,2.16,246,0
O003787,2024-09-29,South,control,0,0.0,307,1
O003788,2024-09-29,North,control,0,0.0,299,1
O003789,2024-09-29,South,control,0,0.0,343,0
O003790,2024-09-29,South,treatment,0,0.0,283,1
O003791,2024-09-29,South,control,0,0.0,266,1
O003792,2024-09-29,South,control,0,0.0,294,1
O003793,2024-09-29,South,control,0,0.0,245,1
O003794,2024-09-29,West,control,0,0.0,318,1
O003795,2024-09-29,West,control,0,0.0,300,1
O003796,2024-09-29,North,treatment,0,0.0,221,0
O003797,2024-09-29,West,control,1,37.31,286,0
O003798,2024-09-29,North,control,0,0.0,247,1
O003799,2024-09-29,North,treatment,0,0.0,196,1
O003800,2024-09-29,West,control,0,0.0,196,1
O003801,2024-09-29,North,treatment,0,0.0,223,1
O003802,2024-09-29,North,treatment,0,0.0,238,1
O003803,2024-09-29,North,treatment,0,0.0,272,1
O003804,2024-09-29,South,treatment,0,0.0,254,0
O003805,2024-09-29,West,control,0,0.0,287,0
O003806,2024-09-29,West,control,0,0.0,332,0
O003807,2024-09-29,West,control,0,0.0,286,0
O003808,2024-09-29,North,control,0,0.0,306,0
O003809,2024-09-29,North,treatment,1,4.57,272,1
O003810,2024-09-29,North,control,0,0.0,271,0
O003811,2024-09-29,West,treatment,0,0.0,263,1
O003812,2024-09-29,West,control,1,39.82,267,0
O003813,2024-09-29,West,control,0,0.0,294,0
O003814,2024-09-29,North,treatment,0,0.0,288,1
O003815,2024-09-29,South,treatment,0,0.0,180,1
O003816,2024-09-29,North,treatment,0,0.0,257,0
O003817,2024-09-29,South,treatment,0,0.0,260,1
O003818,2024-09-29,North,treatment,0,0.0,272,0
O003819,2024-09-29,North,treatment,0,0.0,211,1
O003820,2024-09-29,North,control,1,25.75,258,1
O003821,2024-09-29,North,treatment,0,0.0,232,0
O003822,2024-09-29,North,treatment,0,0.0,270,1
O003823,2024-09-29,North,treatment,0,0.0,239,1
O003824,2024-09-29,North,treatment,0,0.0,251,1
O003825,2024-09-29,West,control,0,0.0,331,1
O003826,2024-09-29,North,control,1,21.45,274,1
O003827,2024-09-29,West,control,1,13.88,291,0
O003828,2024-09-29,North,control,0,0.0,253,1
O003829,2024-09-29,North,control,0,0.0,316,0
O003830,2024-09-29,North,control,0,0.0,304,1
O003831,2024-09-29,North,control,0,0.0,328,0
O003832,2024-09-29,South,control,0,0.0,305,1
O003833,2024-09-29,South,treatment,0,0.0,254,0
O003834,2024-09-29,North,treatment,1,30.68,301,0
O003835,2024-09-29,South,treatment,0,0.0,289,0
O003836,2024-09-29,West,control,0,0.0,304,0
O003837,2024-09-29,North,treatment,0,0.0,282,0
O003838,2024-09-29,North,control,1,13.52,281,0
O003839,2024-09-29,North,control,1,9.31,296,0
O003840,2024-09-29,West,control,0,0.0,273,0
O003841,2024-09-29,North,treatment,0,0.0,225,1
O003842,2024-09-29,North,control,0,0.0,306,1
O003843,2024-09-29,North,treatment,0,0.0,232,1
O003844,2024-09-29,North,treatment,0,0.0,274,0
O003845,2024-09-29,North,treatment,0,0.0,255,1
O003846,2024-09-29,North,treatment,0,0.0,281,1
O003847,2024-09-29,North,treatment,0,0.0,236,1
O003848,2024-09-29,North,treatment,0,0.0,311,1
O003849,2024-09-29,North,control,0,0.0,370,0
O003850,2024-09-29,North,treatment,0,0.0,293,1
O003851,2024-09-29,North,treatment,0,0.0,261,0
O003852,2024-09-29,West,treatment,0,0.0,238,0
O003853,2024-09-29,North,treatment,0,0.0,237,1
O003854,2024-09-29,North,treatment,0,0.0,230,1
O003855,2024-09-29,North,control,0,0.0,253,0
O003856,2024-09-29,West,control,0,0.0,285,1
O003857,2024-09-29,North,treatment,0,0.0,231,0
O003858,2024-09-29,North,treatment,0,0.0,321,1
O003859,2024-09-29,South,control,0,0.0,319,0
O003860,2024-09-29,North,treatment,0,0.0,251,0
O003861,2024-09-29,South,treatment,0,0.0,200,1
O003862,2024-09-29,North,control,0,0.0,358,0
O003863,2024-09-29,North,control,1,42.74,344,1
O003864,2024-09-29,South,control,0,0.0,349,1
O003865,2024-09-29,North,treatment,0,0.0,263,1
O003866,2024-09-29,South,treatment,0,0.0,244,0
O003867,2024-09-29,West,treatment,0,0.0,252,0
O003868,2024-09-29,South,treatment,1,53.5,263,0
O003869,2024-09-29,North,control,1,10.81,294,0
O003870,2024-09-29,West,treatment,0,0.0,255,0
O003871,2024-09-29,North,control,1,41.16,279,1
O003872,2024-09-29,North,control,0,0.0,304,1
O003873,2024-09-29,North,treatment,0,0.0,295,0
O003874,2024-09-29,North,control,0,0.0,297,1
O003875,2024-09-29,North,control,0,0.0,278,1
O003876,2024-09-29,North,treatment,0,0.0,195,0
O003877,2024-09-29,North,control,0,0.0,297,1
O003878,2024-09-29,North,control,0,0.0,309,0
O003879,2024-09-29,North,treatment,0,0.0,262,1
O003880,2024-09-29,South,control,1,23.44,267,0
O003881,2024-09-29,North,control,0,0.0,371,1
O003882,2024-09-29,South,control,0,0.0,251,0
O003883,2024-09-29,South,control,0,0.0,247,1
O003884,2024-09-29,North,treatment,0,0.0,247,1
O003885,2024-09-29,West,treatment,0,0.0,215,1
O003886,2024-09-29,North,treatment,1,52.58,245,1
O003887,2024-09-29,North,treatment,0,0.0,283,1
O003888,2024-09-29,North,control,0,0.0,284,0
O003889,2024-09-29,West,control,0,0.0,315,0
O003890,2024-09-29,West,control,0,0.0,376,1
O003891,2024-09-29,North,treatment,0,0.0,268,1
O003892,2024-09-29,South,control,0,0.0,263,0
O003893,2024-09-29,South,control,0,0.0,326,1
O003894,2024-09-29,West,control,0,0.0,341,1
O003895,2024-09-29,North,control,0,0.0,345,0
O003896,2024-09-29,North,treatment,0,0.0,258,1
O003897,2024-09-29,North,treatment,0,0.0,211,1
O003898,2024-09-29,North,treatment,0,0.0,270,1
O003899,2024-09-29,West,control,1,44.45,311,0
O003900,2024-09-29,North,treatment,0,0.0,269,0
O003901,2024-09-29,West,treatment,1,38.56,258,1
O003902,2024-09-29,North,control,0,0.0,343,1
O003903,2024-09-29,West,treatment,0,0.0,208,0
O003904,2024-09-29,West,treatment,0,0.0,278,1
O003905,2024-09-29,North,treatment,0,0.0,272,0
O003906,2024-09-29,North,treatment,1,22.99,257,1
O003907,2024-09-29,South,treatment,1,39.69,207,1
O003908,2024-09-29,North,treatment,1,14.04,292,1
O003909,2024-09-29,North,treatment,0,0.0,255,0
O003910,2024-09-29,North,control,0,0.0,321,0
O003911,2024-09-29,West,control,0,0.0,352,0
O003912,2024-09-29,South,treatment,0,0.0,270,0
O003913,2024-09-29,North,control,0,0.0,326,0
O003914,2024-09-29,West,control,0,0.0,281,0
O003915,2024-09-29,West,control,0,0.0,329,1
O003916,2024-09-29,North,treatment,0,0.0,229,1
O003917,2024-09-29,North,treatment,0,0.0,283,0
O003918,2024-09-29,West,treatment,0,0.0,249,1
O003919,2024-09-29,South,control,0,0.0,300,0
O003920,2024-09-29,North,treatment,0,0.0,269,1
O003921,2024-09-29,South,control,0,0.0,335,1
O003922,2024-09-29,West,control,0,0.0,256,1
O003923,2024-09-29,South,control,1,3.21,341,0
O003924,2024-09-29,South,treatment,0,0.0,228,0
O003925,2024-09-29,North,control,0,0.0,352,0
O003926,2024-09-29,South,treatment,0,0.0,172,0
O003927,2024-09-29,West,treatment,0,0.0,233,1
O003928,2024-09-29,North,treatment,0,0.0,262,1
O003929,2024-09-29,South,control,0,0.0,322,1
O003930,2024-09-29,South,control,0,0.0,307,0
O003931,2024-09-29,South,control,0,0.0,301,1
O003932,2024-09-29,North,control,0,0.0,281,0
O003933,2024-09-29,North,treatment,0,0.0,227,0
O003934,2024-09-29,West,treatment,0,0.0,260,0
O003935,2024-09-29,West,control,0,0.0,316,0
O003936,2024-09-29,West,control,0,0.0,229,0
O003937,2024-09-29,West,control,0,0.0,298,0
O003938,2024-09-29,South,control,0,0.0,288,0
O003939,2024-09-29,South,control,0,0.0,249,1
O003940,2024-09-29,North,treatment,0,0.0,275,1
O003941,2024-09-29,North,treatment,0,0.0,210,1
O003942,2024-09-29,North,control,0,0.0,280,0
O003943,2024-09-29,North,control,1,8.09,306,0
O003944,2024-09-29,South,control,0,0.0,311,1
O003945,2024-09-29,North,control,1,30.62,293,0
O003946,2024-09-29,West,control,0,0.0,231,1
O003947,2024-09-29,North,treatment,0,0.0,203,0
O003948,2024-09-29,North,treatment,0,0.0,177,0
O003949,2024-09-29,North,treatment,1,4.9,188,1
O003950,2024-09-29,North,control,1,5.34,352,0
O003951,2024-09-29,North,treatment,0,0.0,215,0
O003952,2024-09-29,North,control,0,0.0,313,1
O003953,2024-09-29,West,control,0,0.0,299,1
O003954,2024-09-29,South,control,0,0.0,301,1
O003955,2024-09-29,North,treatment,0,0.0,271,1
O003956,2024-09-29,South,control,0,0.0,277,0
O003957,2024-09-29,South,control,0,0.0,338,0
O003958,2024-09-29,North,treatment,0,0.0,277,0
O003959,2024-09-29,South,control,0,0.0,322,1
O003960,2024-09-29,North,treatment,0,0.0,269,0
O003961,2024-09-29,North,treatment,0,0.0,300,0
O003962,2024-09-29,West,control,0,0.0,281,1
O003963,2024-09-29,West,treatment,0,0.0,267,0
O003964,2024-09-29,North,treatment,0,0.0,282,1
O003965,2024-09-29,West,control,0,0.0,314,0
O003966,2024-09-29,West,treatment,0,0.0,253,1
O003967,2024-09-29,West,control,0,0.0,345,1
O003968,2024-09-29,North,treatment,0,0.0,257,0
O003969,2024-09-29,North,control,0,0.0,317,1
O003970,2024-09-29,West,treatment,1,58.62,206,0
O003971,2024-09-29,North,treatment,0,0.0,225,1
O003972,2024-09-29,North,treatment,0,0.0,292,1
O003973,2024-09-29,North,treatment,0,0.0,215,1
O003974,2024-09-29,South,control,0,0.0,271,1
O003975,2024-09-29,North,treatment,0,0.0,195,0
O003976,2024-09-29,North,control,0,0.0,269,1
O003977,2024-09-29,South,control,0,0.0,308,1
O003978,2024-09-29,South,treatment,0,0.0,274,0
O003979,2024-09-29,North,control,0,0.0,312,0
O003980,2024-09-29,North,control,1,24.12,311,0
O003981,2024-09-29,North,treatment,0,0.0,245,1
O003982,2024-09-29,North,treatment,0,0.0,256,0
O003983,2024-09-29,South,control,0,0.0,259,1
O003984,2024-09-29,North,treatment,0,0.0,235,1
O003985,2024-09-29,North,control,1,16.29,296,1
O003986,2024-09-29,North,treatment,0,0.0,242,1
O003987,2024-09-29,South,control,0,0.0,313,0
O003988,2024-09-29,North,control,0,0.0,345,0
O003989,2024-09-29,North,treatment,0,0.0,247,1
O003990,2024-09-29,South,treatment,0,0.0,288,0
O003991,2024-09-29,North,treatment,0,0.0,257,1
O003992,2024-09-29,North,treatment,0,0.0,231,1
O003993,2024-09-29,North,control,0,0.0,308,0
O003994,2024-09-29,North,treatment,0,0.0,210,1
O003995,2024-09-29,South,control,0,0.0,261,1
O003996,2024-09-29,West,treatment,0,0.0,266,1
O003997,2024-09-29,North,treatment,0,0.0,218,1
O003998,2024-09-29,West,treatment,0,0.0,214,1
O003999,2024-09-29,West,treatment,0,0.0,234,1
O004000,2024-09-29,South,control,0,0.0,252,0
O004001,2024-10-29,South,control,1,17.93,293,1
O004002,2024-10-29,North,control,0,0.0,327,0
O004003,2024-10-29,West,control,1,132.44,280,1
O004004,2024-10-29,North,control,1,35.4,338,0
O004005,2024-10-29,South,control,0,0.0,318,1
O004006,2024-10-29,North,control,0,0.0,260,1
O004007,2024-10-29,West,treatment,0,0.0,245,0
O004008,2024-10-29,North,control,0,0.0,313,0
O004009,2024-10-29,South,control,0,0.0,309,1
O004010,2024-10-29,North,treatment,0,0.0,246,1
O004011,2024-10-29,North,treatment,0,0.0,264,0
O004012,2024-10-29,North,treatment,0,0.0,214,1
O004013,2024-10-29,South,treatment,0,0.0,285,1
O004014,2024-10-29,North,control,1,11.68,249,0
O004015,2024-10-29,South,treatment,0,0.0,230,1
O004016,2024-10-29,West,treatment,0,0.0,228,0
O004017,2024-10-29,South,control,0,0.0,282,1
O004018,2024-10-29,North,treatment,0,0.0,250,0
O004019,2024-10-29,West,control,0,0.0,317,1
O004020,2024-10-29,North,control,0,0.0,313,0
O004021,2024-10-29,North,treatment,0,0.0,191,0
O004022,2024-10-29,South,treatment,0,0.0,279,0
O004023,2024-10-29,North,treatment,0,0.0,264,0
O004024,2024-10-29,West,treatment,0,0.0,265,1
O004025,2024-10-29,North,control,0,0.0,279,0
O004026,2024-10-29,North,control,0,0.0,271,1
O004027,2024-10-29,North,control,0,0.0,251,1
O004028,2024-10-29,North,treatment,0,0.0,226,0
O004029,2024-10-29,North,control,1,29.83,281,0
O004030,2024-10-29,South,treatment,0,0.0,239,0
O004031,2024-10-29,West,control,0,0.0,331,0
O004032,2024-10-29,North,treatment,0,0.0,229,0
O004033,2024-10-29,North,control,0,0.0,294,1
O004034,2024-10-29,South,treatment,0,0.0,237,0
O004035,2024-10-29,North,treatment,0,0.0,204,0
O004036,2024-10-29,South,control,0,0.0,316,0
O004037,2024-10-29,West,control,0,0.0,316,0
O004038,2024-10-29,South,control,0,0.0,276,0
O004039,2024-10-29,South,control,0,0.0,316,0
O004040,2024-10-29,North,treatment,0,0.0,242,0
O004041,2024-10-29,West,control,0,0.0,324,0
O004042,2024-10-29,West,treatment,0,0.0,245,0
O004043,2024-10-29,South,treatment,0,0.0,243,0
O004044,2024-10-29,West,treatment,0,0.0,262,1
O004045,2024-10-29,West,control,0,0.0,260,1
O004046,2024-10-29,South,control,0,0.0,318,1
O004047,2024-10-29,North,treatment,0,0.0,249,0
O004048,2024-10-29,West,control,0,0.0,216,0
O004049,2024-10-29,South,treatment,0,0.0,269,1
O004050,2024-10-29,North,treatment,0,0.0,194,0
O004051,2024-10-29,South,control,0,0.0,271,0
O004052,2024-10-29,South,control,0,0.0,250,0
O004053,2024-10-29,South,treatment,0,0.0,259,0
O004054,2024-10-29,North,control,0,0.0,317,0
O004055,2024-10-29,South,control,0,0.0,376,0
O004056,2024-10-29,South,treatment,0,0.0,239,1
O004057,2024-10-29,West,treatment,1,52.17,173,1
O004058,2024-10-29,North,control,0,0.0,300,0
O004059,2024-10-29,North,control,0,0.0,295,1
O004060,2024-10-29,South,treatment,0,0.0,238,1
O004061,2024-10-29,North,treatment,1,6.01,198,1
O004062,2024-10-29,North,control,0,0.0,364,0
O004063,2024-10-29,South,treatment,0,0.0,190,1
O004064,2024-10-29,North,treatment,0,0.0,280,0
O004065,2024-10-29,North,treatment,0,0.0,272,0
O004066,2024-10-29,North,treatment,0,0.0,223,1
O004067,2024-10-29,South,control,0,0.0,304,0
O004068,2024-10-29,West,control,0,0.0,226,1
O004069,2024-10-29,North,treatment,1,12.69,204,0
O004070,2024-10-29,West,control,0,0.0,369,1
O004071,2024-10-29,South,treatment,0,0.0,238,0
O004072,2024-10-29,West,control,0,0.0,290,1
O004073,2024-10-29,South,control,0,0.0,313,0
O004074,2024-10-29,West,control,1,15.72,297,0
O004075,2024-10-29,North,treatment,0,0.0,282,0
O004076,2024-10-29,West,control,0,0.0,341,0
O004077,2024-10-29,North,treatment,0,0.0,310,1
O004078,2024-10-29,North,treatment,0,0.0,337,0
O004079,2024-10-29,North,treatment,1,42.79,261,0
O004080,2024-10-29,South,treatment,0,0.0,241,0
O004081,2024-10-29,North,treatment,0,0.0,251,0
O004082,2024-10-29,North,treatment,0,0.0,250,1
O004083,2024-10-29,North,control,0,0.0,318,1
O004084,2024-10-29,North,treatment,0,0.0,282,1
O004085,2024-10-29,West,control,0,0.0,265,1
O004086,2024-10-29,West,control,0,0.0,278,1
O004087,2024-10-29,North,control,0,0.0,268,0
O004088,2024-10-29,South,control,0,0.0,269,1
O004089,2024-10-29,North,control,0,0.0,363,1
O004090,2024-10-29,North,control,1,21.89,275,1
O004091,2024-10-29,North,treatment,0,0.0,255,0
O004092,2024-10-29,North,treatment,0,0.0,227,0
O004093,2024-10-29,South,control,0,0.0,310,0
O004094,2024-10-29,North,treatment,0,0.0,241,0
O004095,2024-10-29,North,control,0,0.0,321,0
O004096,2024-10-29,South,control,0,0.0,364,1
O004097,2024-10-29,South,control,0,0.0,285,1
O004098,2024-10-29,South,treatment,0,0.0,286,1
O004099,2024-10-29,South,control,0,0.0,254,1
O004100,2024-10-29,North,treatment,0,0.0,186,1
O004101,2024-10-29,South,control,0,0.0,292,1
O004102,2024-10-29,North,treatment,0,0.0,249,0
O004103,2024-10-29,North,control,0,0.0,266,1
O004104,2024-10-29,North,treatment,0,0.0,269,1
O004105,2024-10-29,North,treatment,0,0.0,191,0
O004106,2024-10-29,West,treatment,0,0.0,286,1
O004107,2024-10-29,South,treatment,0,0.0,269,0
O004108,2024-10-29,North,treatment,0,0.0,227,0
O004109,2024-10-29,South,treatment,0,0.0,251,0
O004110,2024-10-29,South,control,0,0.0,319,0
O004111,2024-10-29,North,treatment,0,0.0,233,0
O004112,2024-10-29,North,control,0,0.0,333,1
O004113,2024-10-29,North,control,0,0.0,312,1
O004114,2024-10-29,South,treatment,0,0.0,229,0
O004115,2024-10-29,South,control,0,0.0,314,0
O004116,2024-10-29,West,treatment,0,0.0,214,0
O004117,2024-10-29,North,control,0,0.0,301,0
O004118,2024-10-29,North,treatment,0,0.0,233,1
O004119,2024-10-29,North,control,0,0.0,310,0
O004120,2024-10-29,North,treatment,0,0.0,187,0
O004121,2024-10-29,South,control,0,0.0,285,0
O004122,2024-10-29,North,treatment,0,0.0,257,1
O004123,2024-10-29,North,control,0,0.0,275,1
O004124,2024-10-29,North,control,1,34.13,293,0
O004125,2024-10-29,North,treatment,0,0.0,304,0
O004126,2024-10-29,North,control,1,38.2,274,0
O004127,2024-10-29,West,treatment,0,0.0,267,1
O004128,2024-10-29,North,control,1,34.28,302,1
O004129,2024-10-29,North,treatment,1,13.85,274,1
O004130,2024-10-29,North,treatment,0,0.0,285,0
O004131,2024-10-29,South,control,0,0.0,287,0
O004132,2024-10-29,North,treatment,1,11.74,290,0
O004133,2024-10-29,North,control,0,0.0,266,1
O004134,2024-10-29,South,control,0,0.0,312,0
O004135,2024-10-29,West,treatment,0,0.0,253,0
O004136,2024-10-29,North,treatment,0,0.0,241,0
O004137,2024-10-29,North,treatment,0,0.0,239,1
O004138,2024-10-29,West,control,0,0.0,284,0
O004139,2024-10-29,West,control,0,0.0,299,1
O004140,2024-10-29,North,treatment,0,0.0,280,1
O004141,2024-10-29,South,treatment,0,0.0,272,1
O004142,2024-10-29,West,control,0,0.0,306,1
O004143,2024-10-29,North,control,0,0.0,306,1
O004144,2024-10-29,West,control,1,1.91,313,0
O004145,2024-10-29,North,control,0,0.0,278,1
O004146,2024-10-29,South,treatment,0,0.0,274,0
O004147,2024-10-29,North,treatment,0,0.0,277,1
O004148,2024-10-29,West,treatment,0,0.0,277,0
O004149,2024-10-29,North,treatment,0,0.0,304,1
O004150,2024-10-29,West,treatment,0,0.0,262,0
O004151,2024-10-29,South,control,0,0.0,226,1
O004152,2024-10-29,North,treatment,0,0.0,261,0
O004153,2024-10-29,North,treatment,0,0.0,206,1
O004154,2024-10-29,North,treatment,0,0.0,273,0
O004155,2024-10-29,South,treatment,0,0.0,236,0
O004156,2024-10-29,South,control,1,25.24,291,0
O004157,2024-10-29,South,control,0,0.0,331,0
O004158,2024-10-29,North,control,0,0.0,307,1
O004159,2024-10-29,South,control,1,14.79,285,0
O004160,2024-10-29,South,control,0,0.0,296,0
O004161,2024-10-29,West,control,0,0.0,320,0
O004162,2024-10-29,North,treatment,0,0.0,265,1
O004163,2024-10-29,South,treatment,0,0.0,244,0
O004164,2024-10-29,South,control,0,0.0,303,1
O004165,2024-10-29,West,treatment,0,0.0,239,1
O004166,2024-10-29,West,control,1,15.99,285,1
O004167,2024-10-29,North,treatment,0,0.0,246,1
O004168,2024-10-29,North,treatment,0,0.0,232,0
O004169,2024-10-29,North,treatment,0,0.0,289,1
O004170,2024-10-29,West,treatment,1,99.6,194,1
O004171,2024-10-29,North,control,0,0.0,265,0
O004172,2024-10-29,South,treatment,0,0.0,207,1
O004173,2024-10-29,South,treatment,0,0.0,253,0
O004174,2024-10-29,North,treatment,0,0.0,247,1
O004175,2024-10-29,North,control,0,0.0,258,0
O004176,2024-10-29,North,treatment,0,0.0,235,0
O004177,2024-10-29,South,control,0,0.0,272,0
O004178,2024-10-29,West,control,0,0.0,301,0
O004179,2024-10-29,South,control,0,0.0,326,0
O004180,2024-10-29,South,control,0,0.0,294,0
O004181,2024-10-29,North,control,0,0.0,345,0
O004182,2024-10-29,West,control,0,0.0,227,0
O004183,2024-10-29,West,control,1,58.34,299,0
O004184,2024-10-29,North,treatment,0,0.0,198,0
O004185,2024-10-29,North,treatment,1,39.77,238,1
O004186,2024-10-29,North,control,1,25.68,299,1
O004187,2024-10-29,North,control,1,35.49,303,1
O004188,2024-10-29,South,treatment,1,16.49,238,0
O004189,2024-10-29,North,control,0,0.0,281,0
O004190,2024-10-29,West,control,0,0.0,314,1
O004191,2024-10-29,North,treatment,0,0.0,277,0
O004192,2024-10-29,South,control,0,0.0,291,0
O004193,2024-10-29,South,control,0,0.0,281,0
O004194,2024-10-29,North,treatment,0,0.0,290,1
